,tweets_pronouns
5114,"Me pico un mosquito en el brazo, ya me voy a morir de Zika."
5115,Me están picando pero mal los mosquitos seguro mañana tengo dengue chikungunya y zika así de una
5116,Me picó un mosquito y temo que el zika venga en el
5117,Estoy a dos piquetes de mosquito de que me Chikungunya o zika.
5118,Nada mas falta que si me haya dado zika con todos los mosquitos de en la mañana.
5119,Creo que me acaba de picar un mosquito gigante de Zika. 😢
5120,"Hay la cantidad suficiente de mosquitos como para que me de zika, dengue y chikungunya juntos"
5121,"Me gusta mucho lo nuevo de Gaga, pero extraño verla disfrazada de mosquito transmisor de Zika"
5122,"Me han picado como 10 mosquitos en lo que va de día, ya debo ser de los que tiene Zika y no presenta síntomas"
5123,"A mi mamá le acaba de picar un mosquito y me ha dicho que le iba a dar Zika, cuánto dramatismo."
5124,Estoy tan traumada con biología que cualquier mosquito que veo ya es el zika para mi
5125,Abrir una ventana sin malla como factor de riesgo para que entre un mosquito y me de zika.  O una cucaracha.
5126,"El mosquito Aedes Aegypti transmite dengue, chikungunya y zika ¡Evitemos los criaderos de mosquitos en nuestra casa… https://t.co/9ZhEwQCvsv"
5127,"Espero que un día de estos me pique un mosquito, me dé zika y me muera"
5128,"Dicen que hay mosquitos de zika en la escuela, pray 4 me pls"
5129,"Ya me picaron un chingo de mosquitos en solo segundo ya debo de tener dengue, zika y chincunguya"
5130,¡CUIDADO! En nuestra propia casa podemos estar permitiendo que el mosquito transmisor del dengue y Zika se reproduzca #DileNOalDengue #Zika
5131,No me digan por favor q el zika repite porque ya me han picado como 89573 mosquitos
5132,"Me da comezón todo el cuerpo, fuck! 😣 No tengan Zika amigos, si ven un mosquito mátenlo sin piedad 😠"
5133,"Hay un montón de mosquitos, ojalá me piquen y me de zika, chinkungunya y dengue hemorrágico, todo a la vez."
5134,"Acá el mosquito más tranqui es el del zika y la 'ustebskcjjstrufia' y teniendo en cuenta que me dejaron sólo,hoy me voy en sangre."
5135,"que mosquitos hinchas pingo chango, encima en mi pieza hay un montón, seguro ya tengo dengue zika no se"
5136,@vegetta777  me mats tu voz vegetta... Y epa end Bolivia esos mosquitos transmiten el denge zika y chicunguña.. Mucho ojo con eso.......😘😘
5137,"Dios, puta mierda de día, en serio, solo falta que me pique el mosquito del zika o algo."
5138,Los portadores del Zika son los hombres y los mosquitos. ¿Casualidad? I think not. 😂😂😂
5139,"Me acorde cuando estaba en Brasil, me pico un mosquito y a la noche no pude dormir pensando que tenía zika"
5140,"Tengo dengue, zika y fiebre chikunguña solo de ver la cantidad de mosquitos que hay en mi patio. Invierno volvé"
5141,"CHE ME QUERES DECIR QUIEN VOTO A MACRI ,, QUE LOCURA ¡SEGURO NOS PICO EL MOSQITO DEL ZIKA"
5142,Ojalá él mosquito que me acaba de picar sea Zika para ya morirme ALV.
5143,"Me picó un mosquito, ya me voy a morir de dengue y zika"
5144,Te picó el mosquito del zika....? ojalá hubiera sido yo
5145,"@Danielamaria100 espero que la proliferación de mosquitos traigan el dengue y el zika a estas comarcas, es mi única esperanzaa esta altura."
5146,"Poca broma, un mosquito está habitando mi cuarto desde hace tres días y yo ya le estoy empezando a llamar Zika."
5147,"Ya me ha dado dengue, chikungunya y zika. Los cabrones mosquitos me aman."
5148,¿Sabes que es el famoso #VirusZika? Lee nuestro Blog! ► https://t.co/XcEMlTeMWD  #Zika #ZikaVirus #Mosquito https://t.co/dRk0VxvErB
5149,Aquí en el taller dónde traje el carro hay par de mosquitos y yo tengo Zika...tal vez con par de Amén de ustedes ellos se puedan salvar.
5150,mi abuela literalmente no me deja visitarla pq dice que hay demasiados mosquitos y me va a dar zika :-)))))))))))))
5151,"—Doctor, ¿que me recomienda para protegerme contra el Zika?  —Sexo anal —¿Usted habló con mi marido, verdad?  —¡No, yo ni conozco a Pepe!"
5152,Yo siempre leo aquí que el #ministeriodesaludpublica hace Jornada para eliminar el mosquito transmisor del zika pero yo nunca visto eso.
5153,"Stenson no le teme al Zika: 'No me dan miedo los mosquitos, me dan miedo los osos' #Rio2016: https://t.co/vv6uw4hjM3"
5154,Yo vi en tv que hay un spray de las que venden en las tiendas que empieza con R que mata el mosquito del zika! https://t.co/XrpAQjbbdk
5155,Siento que mi madre me quiere matar. Me trajo donde hay mayor probabilidad de contraer zica por mosquitos. Tengo miedo
5156,"jei, pa q me coman los mosquitos y salir de allí con el zica https://t.co/FzsGXv712Y"
5157,4:26pm y todavía la luz no llega @DaniloMedina gracias por dejar que los mosquitos me piquen y me de zika luego #DRWantsPurposeTour
5158,Qe echoverga creo qe me pico el mosqisto infectado de #Zika
5159,"de todos los mosquitos que me están picando, me va a dar el zika"
5160,"Un hijueputa mosquito me acaba de pegar una puñalada en la yugular, ojalá no tenga zika"
5161,"#FelizDomingo un coño. No hay luz desde anoche y rezo por no tener zica de nuevo, con lo mucho que me comieron los mosquitos."
5162,"si no me dio zika antes, después del ataque de mosquitos del que fui víctima este fin de semana seguro que ahora sí me da"
5163,"Hay un mosquito en mi cuarto, espero que sea el del zica, me pique y me muera."
5164,"¿Recuerdan mi tweet donde escribo sobre mis picaduras de mosquito?, pues resulta que me volvió a dar zika. 😂😂😂"
5165,Me han picado tantos mosquitos últimamente que o me da Zika o me convierto en uno de ellos.
5166,Ya estoy paranoica cualquier mosquito siento que me pegara el Zika
5167,Me pico un mosquito espero no sea zika😭
5168,Propongo la campaña 'Raquetas contra el Zika'. Como me curé matando mosquitos con esto 💪🏻😁 https://t.co/BP0EtoyXYp
5169,"Hay un mosquito rondando, ojalá sea el zika pa chingar mi madre de una vez."
5170,Con todos los mosquitos q me picaron... Ya fué me muero por dengue o zica
5171,Una vez llegué con un chupetón a clase y un profesor me preguntó que si me había picado un mosquito zika
5172,Anoche maté a un mosquito en mi cuarto y lo analicé con una lupa porque MIEDO #Zika #dengue #Chikungunya
5173,"Descartan casos de virus Zika en Chiapas: El virus de zika es transmitido por el mosquito Aedes aegypti, el mi... http://t.co/2mN1HgrvT3"
5174,@928caro 😞 nah los mosquitos me van a comer vivo!!!(zika)  mejor me voy pal carro..
5175,"En 10 minutos viene mi dosis diaria de patria, que bonito, que bello! 4 horas de mosquitos, calor, sin agua, chicungunya y zika."
5176,Me va a dar zika aqui en la uni que mucho mosquito hay puñeta
5177,"@sol_diaore yo discrimino a los mosquitos con zika, no me toca saludo 😭"
5178,Desde nuestro blog: Hablemos del Zika...Artículos para repeler mosquitos https://t.co/9pXlIe68nn [KR]
5179,Con este temita del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar
5180,Ojala me pique un mosquito con ZIKA asi no tengo que aguantar mas pelotudos aca.
5181,Con los mosquitos que me están picando probablemente ya tenga el zika aprox
5182,con esto del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar
5183,Espero no agarrar zika ni dengue tantos mosquitos que me van picando.
5184,Me acaba de picar 80 veces el mismo mosquito creo. Ya siento el zika recorriendo mi cuerpo
5185,"Me picó un mosquito y mentalmente ya tuve dengue, zika, chikungunya, fiebre amarilla y paludismo."
5186,Me llega a picar el zica se caga muriendo el mosquito jajajajjajja😂😂
5187,Ojalá se extingan los mosquitos. Con lo que me picaron ya debo tener dengue y zika
5188,Los mosquitos Me tienen re podrida ojalá me pique el zika el cirincuandksz y el Dengue y me muera jajajajajaja
5189,Onda que cuando me pica un mosquito flasho que me voy a enfermar del zica o del dengue 😔😔 jajajaja ah
5190,Feliz me voy a Rapa Nui pa protegerlos del ZIKA xD
5191,Me picaron todos los mosquitos que ya flasho el dengue o el zica :p
5192,Ayer cuando me estaba tratando de dormir me pico un mosquito y empecé a flashear zika y titulares tipo 'primer caso de zika en arg'
5193,Mosquito mejor que seas Zika porque si me dejas viva te busco hasta aniquilarte.
5194,Con este temita del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar.
5195,Estoy tan trauma con el zika y el dengue que siento mosquitos caminar sobre todo mi cuerpo #VotaJulianSerrano #KCA
5196,"Me han picado tantos mosquitos entre ayer y hoy dormida que debo tener dengue, Zika y chicunguña o como se llame, todas juntas"
5197,"Cuando me pica un mosquito me pongo re paranoica y siento que tengo zika, dengue, todo junto"
5198,con este tema del dengue y el zika cada vez que me pica un mosquito entre en panico
5199,"Me pica un mosquito y para mi abuela ya tengo dengue, zika, tétano, varicela, aquarius by Cepita"
5200,Rompen tanto las bolas con lo del dengue y el zica que me pica un mosquito y ya me cago las patas hdp
5201,"Me acaban de picar dos mosquitos en la misma pierna, hola zika.chau pierna"
5202,"Me están matando los mosquitoss, espero no sea un zika, dengue, Chicungunya ni nada de esos"
5203,@GurevichOrianaa a mi un mosquito y no se si es dengue o zika
5204,"Si me da dengue, zika o chikungunya en estos dias demando a esa ijueputa rara que me pide mosquitos"
5205,"@Gato_YaLvaje @gretchenleticia bueno, yo los dejo, recuerden protegerse contra el zika con Off, y de los bebes con condones"
5206,Me pican los mosquitos el dengue el zika estoy morida chau
5207,@ElinCabj y el zika!!!  Fíjate que en mercado libre podes comprar sapos que matan mosquitos!  Yo me compré uno y no compré off nunca más. Ah
5208,Yo me habre agarrado virus zika chucunguya nose como mierda es. Por la cantidad de mosquitos q me picaron
5209,Me picó un mosquito ojala me agarre el zica o como sea
5210,"Me pico un mosquito en el codo, tengo un chancro que me ocupa medio brazo, creo que tengo zika"
5211,el zika no me molesta mucho me preocuparía posta si me pica un mosquito y me hago nose fan de arjona
5212,"Me pica un mosquito y empiezo a pensar en la posibilidad que tengo de que me contagie dengue o zika, bien traumada si"
5213,"Se acerca el 14, las partículas de amor vuelan por el aire cual mosquito del zika y yo tan paranoica como siempre prefiero usar repelente"
5214,Si era el del zika ya estaba del otro lado. Me acabo de contar TRECE picaduras de mosquito. TRECE.
5215,no los quiero alarmar pero hay un mosquito en mi pieza debe ser el zika
5216,Me picaron los mosquitos. Miren si es el dengue o el zika? Yo me muero chicos tengo miedo
5217,"@rodsarasqueta No va ninguno, nuestra Democracia está Paralizada parece que a todos los picó el mosquito que produce el virus del Zika."
5218,"Necesito dormir Y ME ACABA DE PICAR UN MOSQUITO, ojalá no sea el zika por que zikagué."
5219,salí a sacar la basura y me habrán picado como 30 mosquitos seguro me agarré cáncer zika dengue y sida de paso ahre
5220,leí un artículo que decía q Marina estaba en los posibles cancelados de lolla Brasil por el ZIKA si un mosquito me saca a marina rompo todo
5221,Tremendo zika me va a agarrar con todos los mosquitos que hay acá
5222,"“@lolaenbarcelona: Yo no se como no me ha dado zika, me pican todos los mosquitos del mundo.” Estoy llenita de ronchas🙆🙆🙆🙆"
5223,me pico un mosquito y con mi suerte capaz me da zika
5224,Con este temita del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar
5225,"Me conté 32 picaduras de mosquito. LTA dengue, zika y chicungunya e.e."
5226,a mi me pica un mosquito y ya pienso que es el dengue o el zika estoy mal sisis
5227,sentí algo en mi brazo y había un mosquito chupando mi sangre sugestiÓN SUGESTIÓNNNNNNNNNNNNNNNNNNNNN YA SIENTO EL ZICA BROTAR POR MI CUERPA
5228,"Me picaron 4 mosquitos en la mano, seguro eran el dengue, zika, tu mama y la puta de tu hermana"
5229,Intento dormir y los mosquitos parecen f1 dando vueltas en mi oreja. Mejor ni me duermo porque sino alto dengue zika chimichurri todo.
5230,"Me pico un mosquito y se me hincho una banda el pie, alto Zika-Dengue es me cree"
5231,Me pico un mosquito y estoy cagado por si me agarra zika o dengue real
5232,hay tantos mosquitos en mi pieza que si no me contagian el zica pega en el palo
5233,"Si no me agarro Dengue, Zica o Chingunchuya con todos los mosquitos que me están picando, soy un bendecido ❤  #GraciasSeñorPorDarmeAmor"
5234,"Me estan picando los mosquitos mal , creo que ya tengo el zika y el denge"
5235,"Hoy me picaron como cuatro mosquitosYa esta chicos, intérnenme.Si muero, muero por el puto zika"
5236,yo quiero estar con él en la vereda tomando una birra bien fría y me re banco los mosquitos el dengue y el zika
5237,Me cagaron picando todos los mosquitos de la zona. Capaz me muera de dengue o zika👌
5238,"Me pica cualquier mosquito menos el Dengue y el Zika,dale gato,apurame el tramite,me quiero morir,bue."
5239,me pico un mosquito y ahora me zika un huevo
5240,Cuando agarro un mosquito le saco las alas y lo tiro soy una conchuda del orto igual los que me vienen a pasar el zika son ellos
5241,Me picaron como cinco mosquitos. Zica ya te 100to
5242,"Si no me da zika, denge o alguna mierda de esas en estos días es de suerte, porque tengo mosquitos hasta en los pies"
5243,me pico un mosquito y ahora me zika un huevo
5244,Gracias por volver luz. Ya me estaban por llevar los mosquitos. Hasta seguro ya me agarró el zika de mierda ese 😂
5245,"Me lastimé el dedito con no sé qué y ahora me re arde,duele,está inchado y colorado,seguro me mordió un zika ahora me convierto en mosquito"
5246,I've just posted on my Blog about: Las Enseñanzas de Kryon - VIRUS ZIKA Y MOSQUITOS OGM  COSAS QUE TE OCULTAN Y QU… https://t.co/h13DmvG5DB
5247,Creo que desde que me baje del auto tengo zika o Dengue si no me muero hoy no muero más.  putos mosquitos
5248,como un mosquito te va a picar en el parpado hermano kore cheto fifi que no baja su vidrio pio? la remilputa zika de parpado me va a dar
5249,de tantos mosquitos que me picaron a la noche seguro ya tengo chikungunya dengue y zika
5250,Gobierno emite decreto que refuerza medidas contra mosquito que cusa el Zika. I https://t.co/vXLfkCK9r1 #FelizJueves https://t.co/5GAdpLVrAn
5251,"La Alcaldía de mi ciudad la invito a furmigar para acabar con mosquito del #Zika y me sale con asfalto, parecen a Correa coman asfalto JA!"
5252,"Me pico un mosquito ayer seguramente me dará Zika, dengue, fiebre amarilla."
5253,Me ha picado un mosquito ayer y no dejo de pensar si tengo el zika
5254,"@RafaGomezGomez el ingenio de @CorporacionCVS para reproducir mosquitos y virus Zika, no me imagino cuanta plata costaría esa obra de arte!!"
5255,"Solo entender algo: tenemos que colaborar en nuestro derredor eliminando criaderos de mosquitos vectores de Zica,... https://t.co/bLIHM2Kaxu"
5256,Ojalá me pique un mosquito y me de zika para ya morirme a la verga de una buena vez.
5257,"Pisé 1 segundo el pasto y me picaron como 20 mosquitos, debo tener dengue, zika, chikungunya, moria casanitis, xipolitakitis, y jelinekitis."
5258,"Con esto del dengue y el zika cada vez que me pica un mosquito me acojono, en serio"
5259,"Juro que me pica un mosquito y flasheo dengue, zika todo"
5260,En @juevesdemariell nuestra columnista @dzmariell escribe: 'Contra el mosquito del dengue chikunguña y zica' https://t.co/NEYRdtznmi
5261,"'@NadirCosentinok: Con esto del dengue y el zika cada vez que me pica un mosquito entro en pánico, les juro'"
5262,"A mi parece que solo me quieren los mosquitos, y por lo visto el zika y el dengue se unen a esta orgiaaa"
5263,"Si me pica 'EL' mosquito (aedes) cual de los tres virus me transmite?.. Me puede transmitir los tres? (Dengue, Chikungunya y Zika)"
5264,La mejor manera de prevenir que el #MosquitoTigre nos pique es evitando su proliferación en nuestra casa #ZikaVirus https://t.co/zZvZBuQhaw
5265,@Zxmpinimylife literal estoy comida por los mosquitos seguro me pico el zika ahr
5266,"Con este tema del Dengue y el Zika cada vez que me pica un mosquito o algún bicho, entro en pánico."
5267,@Andybo91 Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5 #MoscaConLosMosquitos.
5268,Recién me entero que los mosquitos transmiten la enfermedad Zika
5269,buen día 💪🏽 por aquí regresando después de q un mosquito llamado zika me picara con su famoso… https://t.co/wfjqvAekas
5270,Había un mosquito en mi durazno y y me puse a investigar si el zika podía transmitirse vía oral antes de proseguir
5271,Con el tema del Zika me parece más importante protegerse de las moscas muertas que de las moscas que pegan virus... #NoTrust
5272,Con la mala suerte que traigo si me pica un mosquito me agarra zika
5273,"Me han entrao' los mosquitos como yo a la siesta, tengo más zika que todos ustedes juntos."
5274,@ElaOcam @RIOgaleao jajaj me han picado mosquitos pero no el Zika. Si ya en un rato más estoy en Lima. 🙃
5275,Con la cantidad de mosquitos que me picaron hoy en adrogue si no me pico jno con dengue o zika es un milagro.
5276,Me doy cuenta de que un mosquito me está picando para cuando me morí de zika
5277,"Yo pregunto. A la madre de estos dos, le pico el mosquito Zika durante el embarazo?  https://t.co/Ps6BsoJGoB"
5278,Ojalá en chivilcoy me agarre el mosquito del zika o lo que sea
5279,"los mosquitos me están matando, seguro ya me pico un zika"
5280,Me pico un mosquito en el pie y ya flasho que tengo el zika
5281,Desde que llegó el fucking Zika es cuando mas mosquitos me han picado 😒
5282,"me pico un mosquito y se me re incho, debe ser q me agarro uno con zika o un dengue ahre"
5283,Estoy siendo picada por todo mosquito y bicho existente. Me va a dar Zika y Dengue todo junto.
5284,hace como dos horas me picaron como mil mosquitos y ahora me siento mal ojalá sea dengue zika y chikungunya todos juntos y me muera
5285,Me están picando tanto los mosquitos que temo me dé dengue o zika solo por la estadística.
5286,ahora esto con el zika y el dengue si un mosquito me llega a picar entro en pánico
5287,"Menos mal no vivo en esos destinos de gente caliente, xk con lo buena que soy para que me piquen los misquitos, tendría zika y dengue juntos"
5288,"Me acaban de violar 200 mosquitos, zika y dengue ya los 100to"
5289,"Estuve afuera un rato y me picaron 5423 mosquitos, capaz me pico el dengue o el zica o el hsiwehsjd nose que D:"
5290,Me acaba de picar un mosquito en el parque... Ojala no sea Zika
5291,"Sali un rato xq vivo adentro de casa mirando la serie con el aire y me picó un mosquito, toy flashando dengue, zika, chikungunya no salgo +"
5292,"había un mosquito y mi vieja se puso a gritar 'es el dengue, es el zika, mataloooo' es una tarada😂"
5293,Un millón de mosquitos me picaron ya debo tener el zica el chicunchadetumadre y me voy a morir
5294,"Me están comiendo los mosquitos. Si no tengo zika ni dengue, ya está. Me considero inmune."
5295,Flasheo que el zika esta en mi casa. Vete mosquito vete
5296,A mi me pica el denge o el zica y se muere el mosquito y la epidemia completa.
5297,Uhhh si me sigo dejando que me piquen los mosquitos me va a agarrar el Zica o el Dengue
5298,me picó un mosquito. #dengue #zika #malaria #últimotuit #exageratuit
5299,Me urge escuchar la canción del mosquito #Zika
5300,"Cada vez que me pica un mosquito pienso ' ¿Será el que transmite el Dengue, o del zika? re traumatizada.  :("
5301,Con tantos mosquitos que me han picado creo que ya me dio el zika
5302,#LatinoamericaLoves5SOS #VenezuelaLoves5SOS si vienen yo los protegeré del Zika ustedes tranquis @5SOS
5303,Me comen los mosquitos ya me agarre zika dengue y chipirindungui
5304,'Con mosquito y sin #Zika Mi nota en @bbcmundo  https://t.co/8y6EvQXFwt
5305,Ayer me picó un mosquito y estaba re perseguida con los síntomas del Zika
5306,"Candela esta peor que mi vieja con el zica, llegue y nos baño en off y cada vez que ve un mosquito nos ahoga en raid ✋🏽"
5307,- me duele todo! creo q me picó el mosquito del Zika - no huevona es xq se acabaron las vacaciones  - :'(
5308,"Me pica un mosquito y ya estoy imaginado el dengue, zika, y el otro verga"
5309,"Hoy fui comida de mosquitos, si no me agarra dengue o zika pega en el palo"
5310,"Me pico un mosquito que me hizo doler mas que una vacuna. Seguro contraje zika, dengue, lepra, o algo de eso..."
5311,Me doy cuenta y me dieron follow un poco de mosquitos . Zika
5312,Me da miedo q me pique el mosquito del zika
5313,Me picaron 80 mosquitos seguro ya tengo zika
5314,"me artaron con los mosquitos, son re largos con el tema de dengue y zika *-*"
5315,"Me pico un mosquito y estoy en la duda si es dengue, zica o chikungunya"
5316,Me acaba de entrar un mosquito en la boca en pleno bostezo. Si me agarra el zika/dengue ya voy a saber en que momento fue.
5317,"'Si te da el Zika, es porque te lo pasaron por vía sexual, no me vengas con que te picó un mosquito y esas idioteces'  -Mi madre."
5318,En mi libro titulado: 'Lo peor del zika es la microcefalia' cuento las consecuencias d la picadura del mosquito a la madre d @VXipolitakisOK
5319,"Me picaron alrededor de 10 mosquitos en todo el día, seguro mañana me agarra la enfermedad del Zika y me cago muriendo"
5320,Esa piba rubia q se le dio por hacer videitos en twitter GRU tiene de nick me contagio el virus zika sin que me pique ningun mosquito
5321,Con lo fuerte que me pico este mosquito ya siento que tengo Zika.
5322,"Mi casa esta llena de mosquitos, cada vez q me pica uno flasheo zika"
5323,"En dos minutos me picaron mil mosquitos, tengo dengue y zika 💉"
5324,"Me pico un mosquito, ya veo que ahora tengo el dengue y el zika, no se acerquen más a mi o morirán!! ahre"
5325,@lanacionweb cual es su plan contra el zika yo esta semana ae matado usando mi tecnologia y conocmiento los mosquitos de zika trasparntes
5326,"Hoy me picaron mil mosquitos,con la suerte que tengo seguro eran el dengue,el zika y todos sus amigos"
5327,Pensando si le doy matarili a un mosquito que me anda rondando por si me pica y tiene zika 🙉🙉🙉🙉
5328,"A mí me pica un mosquito y yo me entrego totalmente, esto es o Zika o Chikungunya y me siento a esperar mi conjuntivitis."
5329,Tengo demasiadas ganas de ir a la llovizna pero luego recuerdo los mosquitos y el zika y se me quita.
5330,"Últimamente descargamos toda nuestra ira contra los mosquitos, hoy vi a un tipo gritar 'Fuera Zika del demonio!' Mientras espantaba moscas"
5331,"Entró mi papá todo atacado a tirarme crema repelente de mosquitos que porque el zika está cerca, ok ok ok."
5332,"Me pico un re mosquito, el zika está en mi"
5333,"me picó un mosquito, ya te siento @zika"
5334,Acabo de matar un mosquito. Mi lado oscuro clarinista diría 'Habría sido el mosquito del zika'
5335,Cerrame la puerta que me entran todos los mosquitos me va a picar el zika!!!!
5336,"me pico un mosquito y ahora tengo miedo de que sea dengue, zika, vinchuca, cáncer, sida, lepra, hiv, hepatitis, sifilis"
5337,Me voy a poner off xq hay mosquitos y me re traumaron con el zica etc
5338,"me mire la rodilla y me estaba picando un mosquito, tengo zika y dengue"
5339,Me demolieron los mosquitos este verano. Estoy sorprendido porque todavia no me picó un dengue y el zika. Mosquito brazuca botón
5340,Creo que me picó un mosquito con Zika ya valí verdura :( si mañana no tuiteo me hacen una misa porfis.
5341,"Ayer me pico un mosquito y despues vino otro y me pico en el mismo lugar tengo una mutacion en el brazo, seguro el segundo tenia zika ahr"
5342,"Con todos los mosquitos que me picaron si no tengo dengue, zika o las dos cosas juntas debe ser un milagro."
5343,Tengo varias picaduras de mosquitos y estoy re paranoico con lo del dengue y el zika. A lo mejor son mosquitos comunes pero me da miedo.
5344,"Tanto ver las propagandas y todo de la precaución del dengue y del zika qsyo me re traumaron, ahora cada vez que veo un puto mosquito corro😟"
5345,Me estan picando tantos mosquitos que seguro mañana amanezco y me agarro Zika o Dengue
5346,Me acabo de enterar hoy en la escuela que es el Zika y me acaba de picar un mosquito. 🤔🤔
5347,"Me han picado millones de mosquitos y aún no tengo dengue, zika ni chikungunya, es porque soy inmune? Acaso soy inmortal?"
5348,la cantidad de mosquitos que habia en esa cancha era incalculable creo que ya me agarré el dengue zika y chikungunya
5349,"Definitivamente ese mosquito me va a picar a la noche, horror le tengo al denge y al zika."
5350,"Este vago es un mosquito de lo pesado que es, me va a agarrar zika"
5351,"Cada vez que me pica un mosquito pienso si será el dengue, un mosquito normal o el zika. No me gusta esto"
5352,A mí me decís algo lindo y me agarra un terremoto de mosquitos con zika en el alma 💖
5353,"me picaron como mosquitos juntos, zika ya te siento"
5354,"Ya me harte de la boludes del zika, que venga el invierno así se van los mosquitos y paramos con la gilada"
5355,bue me picaron todos los mosquitos llenos de zika ya
5356,"Q mosquitos del orto... Me cago en el zika, en el dengue y la re concha de su madre.!!!"
5357,creo que me pico un zika porque me miro desafiante el mosquito
5358,"Me encanta que se hable todo el rato del virus Zika, infrecuente y poco agresivo en España, para ver larvitas de mosquito mientras desayuno."
5359,"La re concha de la gorra, si no es el insomnio es un mosquito hijo de un camión lleno de zika que no me deja dormir."
5360,No se sorprendan si escuchan que se confirmó el primer caso de Zika en Buenos Aires porque me acabó de picar un mosquito
5361,"Cuando no se sabía del zika no me picaba ni tu vieja, ahora parece que los mosquitos me siguen"
5362,"Este verano los mosquitos me violan siempre, en breve me diagnostican Zika o Dengue."
5363,"Prendes la tele y todo sobre el zika y dengue, así me re obsesionan con los mosquitos"
5364,me picó un mosquito y si es el zika :0 ahre
5365,"Tengo tanta suerte que seguro antes de darle mi regalo de San Valentin, me pica el mosquito del zica y bye Emi nos vemos en otra vida"
5366,"Me pica un mosquito y ya flasheo que es el zika. Estoy traumada, ahr si."
5367,"Hay un mosquito en mi pieza, seguro es del zika, por la manera de romper las pelotas digo"
5368,me picó un mosquito con pija dengue zika y chikunguña ya los 100to
5369,"Me pica un mosquito y enseguida flasheo que es el Zika, dengue .. Todo"
5370,Le digo al camarero que vamos a morir follando todos con el mosquito Zika y me contesta el de al lado...  -Dios te oiga!
5371,"Hablando de zika, me picó un mosquito amigos, ya valió verga."
5372,No tengo ni una hora que llegue a Guadalajara y ya me picaron como 7 mosquitos ¿ya tengo zika? @SSalud_mx
5373,"@MakPolloh @MASerralvo con la de gomina que me pongo, el hijoputa mosquito infectado que se pose a infectarme de zika morirá como en ámbar"
5374,"En la madrugada me violaron los mosquitos, hasta Zika me habran contagiado D:"
5375,La gata estuvo en el patio y regreso con una horda de mosquitos que me picaron toda la noche y ahora flasheo zika.
5376,Con toda la leche que tengo seguro que de los 100 mosquitos que me picaron había 70 con dengue y 30 con zika
5377,"Si en Navarro empieza a haber Zika, fui yo. Me picaron siete mosquitos a la vez. S í e t e. No lloren por mi, ya estoy muerta."
5378,Confirmaron que el Zika se transmite mediante relaciones sexuales. Mi única preocupación sigue siendo que me pique un mosquito.
5379,Esos como el Zica son mosquitos Mutantes !! Quien los sembró ?? Perdonen mi ignorancia ... https://t.co/g9kXzyxe4U
5380,Me pico un mosquito en el BAÑO DE MI CASA y me estoy tirando agua bendita para que no sea dengue zika ni chinkhdhdjd
5381,Me da que lo del zika va a ser la 'nueva temporada' primavera-verano de las farmacéuticas. El mosquito habrá estado de siempre digo yo....
5382,la cantidad de agua estancada en mi balcón atrajo a la población mundial de mosquitos de dengue y zika si leen esto estoy en mi tumba
5383,"Entre el mosquito que transmite el Dengue, el Chikungunya, el Zika y ahora la Araña Violinista.. No pos mejor me mato..!!"
5384,"Me voy de vacaciones al lugar donde esta el dengue, zika y chiginguya, no me pica un mosquito pero me pica una abeja. Mi suerte."
5385,Fui a ver la película 'El niño' y lo que más me asusto fue que me puede picar el mosquito que ocasiona el virus del zika
5386,Tengo UN cagaso al zika y al dengue. Estoy aca en la pradrera y me podria morir por un mosquito.
5387,Yo me hago la tranquila con el zika pero una vez en Kenya me mofaron los mosquitos y flashee malaria por dos meses
5388,"No me pico ni él dengue ni el zica, me comieron los tabanos que son como la versión 3D de los mosquitos!"
5389,"No vamos a pelear contra el #ZikaVirus usando ciencia, nuestro enemigo es el mosquito, el objetivo es destruirlo, acabarlo."
5390,"Dengue, zika, de todo debo tener tanto que me pican los mosquitos 😷😷"
5391,El mosquito ese zika me tiene acojonada porque soy un imán para los mosquitos y no quiero morir joven #VoteSelenaGomez #KCA
5392,Me picaron mil mosquitos y mi papá está preocupado si es dengue o zika. Hola mala leche
5393,En mi casa hay un mosquito q tiene el zica lo metimos en un frasko
5394,"me da mucho cagaso el mosquito trasmisor del dengue,zika y el de la fiebre chicungunya :/"
5395,"Interesante.... Mucho por saber del zika...a usar anti repelente y evitar áreas de mosquitos, me quedaré encerrada https://t.co/iNJ1uyZcWH"
5396,me picaron 854 mosquitos ya tengo el zika asegurado
5397,Entre el dengue y el zika no queda un mosquito vivo en mi casa 💥
5398,Me pico un mosquito ayer a la noche y ya estoy paranoica con que capaz que tengo dengue zika sarampion y sarna.
5399,"Me pico un mosquito y mi yo hipocondriaca está temerosa de desarrollar zika, después guillain barre y luego morir"
5400,Que quilombo eso del zika.. Ami ni los mosquitos me dan bola asique tranqui..
5401,@MiDiarioPanama cada vez sacan mas cosa del Zika q si el mosquito qx relación sexual q beso mañana q esta en el ambiente me pone a dudar
5402,ayer me pico un mosquito ya hora me salio alto sarpullido en la pierna zika ia te siento...............
