,tweets_pronouns
1678,"Ehhh me estan matando los mosquitos!!! Se me hace que ya tengo como 10 tipos de dengue, zica y otras enfermedades de estos bichos de mierda."
1679,"Si anoche no me pico el mosquito del delgue y safo del zica y fiebre chicungunya, estoy salvada de por v i d a!!"
1680,Me gustó un video de @YouTube de @thezafra https://t.co/3Ui4fACoQ8 ¡MARDITO MOSQUITO! Zika VS Dengue
1681,¿Cómo puedo proteger a mi hijo del virus del #zika? https://t.co/KTXiKmI3TE #ExpertosBabyCenter
1682,"#ghvipdirecto yo prefiero tener cerca a mosquitos q contagian el dengue-malaria-tifus-zika-etc q al apestoso dani..., es + feo y peor bicho"
1683,Me gustó un video de @YouTube de @thezafra https://t.co/cAiNQAY86M ¡MARDITO MOSQUITO! Zika VS Dengue
1684,"Me pico un mosquito y ya estoy flashando zika, fiebre, ébola..😂😂😂"
1685,"Me comen los mosquitos, me dará zika y chikungunya juntos y moriré."
1686,"Con la cantidad de mosquitos que me picaron, ya tendría que tener Zika, Dengue y Chikungunya."
1687,"Los mosquitos trasmiten Dengue, Chukungunya y el Zika A mi me han violado muchos mosquitos y no estoy enfermo de nada"
1688,"Me han picado tal cantidad de mosquitos en la última semana que estadísticamente ya tengo Zika, Chincuncuya y todos esos pedos."
1689,"Tengo tanta suerte que este mosquito que me pico seguro me transmite el dengue, el zika y no sé otra enfermedad de mierda, ahre no igual si"
1690,5 min en el patio de mi casa y me habran picado 8 mosquitos 3 dengue y 4 zica
1691,@Enacionalbandas Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5 #MoscaConLosMosquitos
1692,"Los mosquitos que hay en la puerta del Parro de Morón.. Sino me agarra zika acá, estoy salvada."
1693,"Me están chupando el alma los mosquitos, soy un colectivo 60 de dengue y zika"
1694,@jalexiscv  Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5  #MoscaConLosMosquitos
1695,"Esta mañana me picaron unos mosquitos verdes y violetas. Creo que eran el zika, dengue y chikungunya."
1696,Me tinca que el MOSQUITO DEL ZIKA lo envió el EVO MORALES
1697,@cwincklerv  Un mosquito con Zika tiene más memoria que nuestro querido país
1698,"tengo como diez picaduras de mosquito, capaz que no me morí de zika"
1699,"Mientras me burlaba del zika, un mosquito pasó zumbando.. igual temí. Es como, después de ver El Aro, justo suena el teléfono..."
1700,para mi que mulearon el hallazgo del mosquito del Zika para que la gente de Arica limpie sus casas
1701,"Minsal ni sag contestan! Dejo imagen de mosquito q encontré en capot de mi auto, se parece al de virus zika, creo! https://t.co/YdjUPyo9wZ"
1702,me tiraron los anteojos en educación física me duele el cachete me pico un mosquito que puede ser dengue o zika o cualquier mosquito
1703,Me acabó e enterar q el q encontró los 2 mosquitos de #Zika es mi tío ajajajajajajaa csm
1704,si uno de estos dias no aparezco con los sintomas del dengue zika chinfldkkd seria raro xq me acaban de picar como nunca los mosquitos
1705,"Atención a la @opsoms Me acaban de picar unos mosquitos. Qué debo esperar me provoque; chikungunya, dengue o zika?@donfelixSPM @rcavada"
1706,"Ando con @_ElFuhrer_  y el cabrón tiene Zika,  me pica un mosquito,  me cagué en mi padre.."
1707,Me picaron 3 mosquitos y ya siento el dengue y el zika en mis venas vamo a suisidarno
1708,11. Mosquitos. YALL I SWEAR TO THE LORDT I HATE THESE BLOODSUCKING CUNT LICKING ZIKA DADDIES. OWES ME FOR BUGS SPRAY https://t.co/YdnT5BGlIF
1709,"Lo único en lo que se puede pensar después de que te pica un mosquito es: 'marica ahora sí me va a dar zika, este era'"
1710,"En media hora me han picado como 20 mosquitos, cual es la probabilidad de que me de zika?"
1711,Mas enfermedades que se transmiten por mosquitos. Me voy de este planeta https://t.co/njDfecoEKR https://t.co/6FQwPi5lFx
1712,"Cuando tienes el Zika y saben que se contagia por picadura de mosquito pero igual te dicen me vas a contagiar, vete. https://t.co/Xanqkk2Pq9"
1713,Quería dormirme pero los mosquitos del Zika y Chikungunya me rondan como méndigos zopilotes. Temo despertar en coma o algo.
1714,Confirman cinco casos de zika en Miami Beach: 'Estamos en medio de la temporada de mosquitos y prevemos más i... https://t.co/bUKekAKHn7
1715,Me acaba de picar un mosquito. Espero que me contagie el Zika porque ya me cansé de vivir.
1716,@lauragII O nunca perder esperanza. Cuidate de los mosquitos o sancudos porque unos cargan el virus de el Zika. Me pudes venir ha...
1717,Ando con unos gringos que le tienen miedo al zika.... De mosquitos yo si sé jajajaja
1718,"Ojalá un día de estos me pique un mosquito de los tantos que hay en la escuela, me agarre zika o dengue y me muera ya, de una mendiga vez!!"
1719,Cada que me pica un mosquito siento que me dará zika :(
1720,Ojalá me pícara un mosquito me diera zika y me muera a la verga.
1721,Únicamente los mosquitos hembras pican necesitan la proteína de nuestra sangre para producir sus huevos #Zika https://t.co/VAaMuD1Zxi
1722,"@EyC_HND Luchemos contra el #Zika erradiquemos a el mosquito , cuidemos a nuestra familia #AlgoBuenoEstaPasando @HCHFansClub"
1723,Oigan hay mosquitos de Zika en Paris? Por que hay uno en mi cuarto y no me deja dormir
1724,"Osea, ya tengo zika y los mosquitos aun me pican... ¿que quieren de mi? 😭😒"
1725,Oh frecome! Los mosquitos de por mi casa USAN repelente! Aplaca seňor tu ira!! Espero el zika pacientemente! #caribbean #mosquitos
1726,"# Andrea Legarreta - !Ja,Ja,Ja,ja..De que te Ríes..Andrea  - Me iba a Picar un Mosquito,,,Pero No Me afecta.porque ya Me dio el ZIKA ,jajajj"
1727,¡Déjanos Entrar! Nuestro personal se encuentra en diferentes puntos de M. Nouel para ayudarte y orientarte acerca del mosquito del Zika.
1728,Me pregunto....Pa' que no te lo pique el mosquito o pa no transmitirlo después que tienes Zika...? https://t.co/YXWv7mTxNY
1729,Cuando me pica un mosquito pienso que me va a dar otra vez zika.
1730,me picó un mosquito y siento que me va a dar zika. los espero a todos en el hospital o en mi funeral
1731,"Todos los titulares dicen que perdimos, pero fue 'con sabor olímpico'. Me imagino que la picá del mosquito será 'Zika con sabor olímpico'."
1732,estúpido mosquito si no me vas a transmitir el zika mejor déjame en paz.
1733,Me acaba de zumbar un mosquito en la oreja chabon un dia de calorsito y ya el zika rompiendo las pelotas tienen mas ansiedad que yo
1734,"Le cayó un mosquito muerto a mi pantalla, espero que me haya pasado el zika antes para no volver a la escuela"
1735,"Esta bien saber ahora que hace 1 mes pasé el virus zika, 3 dias me tuvo muerto en cama, mosquito de mierda"
1736,"Por mi madre que Silvia Gomez desayuna, almuerza y cena #Zika sueña con el dichoso mosquito #InvestigacionZika #Naled"
1737,"De verdad hay gente que se opone a mosquitos GMO para acabar con el Zika y eso? Wow, o sea, por que ustedes respiran el mismo aire que yo?"
1738,I MIGHT HAVE ZIKA I GOT 3 MOSQUITO BITES 😳😭
1739,Basilio Valladares: 'Tenemos montada nuestra red de vigilancia para que no entre el mosquito'. #Zika
1740,“Debemos metern a Johnny Rullán en una jaula de cristal con un mosquito-zika y ponerlos a pelear a ver quién gana” me escribió un pana.
1741,@EiichiChoudai Salvaría a Drampa.Tiene pinta de majo y es original.Mataría al mosquito porque no quiero que me transmita el Zika.
1742,"A4 Es importante cerrar las puertas y ventanas, usar pantallas, redes de mosquitos y/o aire acondicionado #Zika #zikachat"
1743,#YoPorNickCarter dejaría que los mosquitos me piquen (aunque tengan zika) @Los40Gdl @teatrodiana @nickcarter @PibeGdl @MiguelEnLaWeb
1744,"Evitemos que mosquito Aedes aegypti causante  del Dengue,  la Chikungunya y el Zika ingrese a  nuestra ciudad,... https://t.co/MAa5mZMJnI"
1745,Acabo de matar un mosquito casi mas grande que mi mano alto zica ahre
1746,Ojala no me de #zika ni #Dengue  con este calor y estos mosquitos azotando
1747,Yo no voy a dejar de visitar #Wynwood por mosquitos. Toda #Florida está llena de bichos pero el #Zika los tomó x sorpresa Usen #repelente
1748,Había un mosquito del tamaño de un hamster en mi pieza. Flasheé zika y lo maté. Espero que dios no exista.
1749,No espanto a los mosquitos para que me peguen el zika y muera.
1750,¡CUIDADO! En nuestra propia casa podemos estar permitiendo que el mosquito transmisor del dengue y Zika se reproduzca #DileNOalDengue #Zika
1751,El Dr Juan Me Explicó Como Protegerse Del Mosquito Y El Zika #animales360 https://t.co/mh3CRkWNWa
1752,Mi abuela acaba de decir que ayer mato al mosquito del zika😧😂😂😂😂😂😂😂😂😂
1753,Amenazando con abrir la jaula del mosquito del zika yo también gano todos los partidos de baloncesto.
1754,No me extraña que Pau Gasol quisiera esconderse tras un mosquito del zika .
1755,"Tengo 13 picadas de mosquitos en las piernas. TRECE. Considerando que no es la primera vez que pasa, no sé cómo es que no me ha dado zika."
1756,Yo soy de Hope Sólo. Todos sabemos que los brasileños son unos muertos de hambre con mosquitos de mierda. Zica para todos!
1757,"-Con quien se entrenan los mosquitos para aprender a matar personas?  -Con los ZIKA RIOS, Sicarios.  -Mi jefe cree que tengo poco trabajo."
1758,@sin24horas #OpinaSin Yo opino que debemos todos ponernos a una voz para eliminar todos los criaderos de mosquitos y así evitar el zika
1759,"Ahorita me da el Zika, y soy inmune a todo mosquito 😛 https://t.co/YCgRWLryRb"
1760,yo prefiero que me pique el mosquito del zika y no el bichito de la actuación
1761,"Seguro que hoy me picó el zika, el dengue y todos los mosquitos 😩"
1762,"como si no de por si me fregaran los piquetes de los mosquitos, que ahora vivir aterrado por el dengue+chikungunya+zika #BestiasdelAverno"
1763,"El Zika, El Chikunkunya... Experimentos con mosquitos, nosotros y los suramericanos somos los conejillos de indias"
1764,Me picó un mosquito y ya siento los síntomas del Zika
1765,"Que ganas de que me pique un mosquito y me pegue el zika, el chikungunya y el dengue. https://t.co/HhzcJOjdMO"
1766,Acaba de matar el primer mosquito en mi casa y tenía puntitos negros. Será un mosquito Zika?😳😳😖
1767,Me gustó un video de @YouTube https://t.co/1sDGQqkBrN China crea una fábrica de mosquitos para erradicar el zika | Desvelado
1768,"Me ha gustado un vídeo de @YouTube (https://t.co/cFEMLtwIYE - Sexy chica habla del zica, los mosquitos y sus enfermedades)."
1769,"Alguien me puede explicar como distinguir si dormire con el Zika,Chinconcuya,Denge o con el mosquito casual. Los odio."
1770,@1057Rosado y yo que sus cuartos estén llenos de mosquitos de #Zika !😡😡 #GomezGotRobbed
1771,@Manu_Sainz me da la impresión que te picó un mosquito con zica y la microcefalia te dio a ti y no al feto. Opinión no información.
1772,Si yo estuviera embarazada y escuchara la canción del zika de la secretaría de salud iría corriendo a que un mosquito me picara y me matara.
1773,"Hoy no me puse repelente para mosquitos, a ver si así me pica el zika o dengue, me enfermo y me muero, y ya no voy a la escuela."
1774,"En mi cuarto es bien facil que te de zika, dengue, chikungunya y hasta la madre de los tomates por tantos mosquitos que hay!󾌦󾌦󾌦"
1775,"Me gustó un video de @YouTube https://t.co/Hi2wlpE6Y7 THE BINDING OF ISAAC #1 /mosquitos con zika,y la batalla del pene"
1776,@AntoniaSLMerida @guillermoniebl @bette_noir__ @__CarmenLopez me pregunto si a este no le habra picado el mosquito del ZIKA por que van mal
1777,Chicos me picó un mosquito y tengo todo el brazo dormido seguro es el zika bamosss
1778,Qué habrá pasado con el mosquito del Dengue y el Zica? Para mi que les dio AH1N1. Al parecer p Varela el negocio de la vacuna esta más bueno
1779,"No me sorprendería que me diera zika, con tantos mosquitos que me han picado."
1780,"Y nooo, no era gripaaaaaaaa... es zika ._. NO VUELVO A VIAJAR ... para que me sigan picando mosquito infectados ..."
1781,Hay otro mosquito rondándome pero ya no me puede dar más Zika 💪🏼
1782,"Si el mosquito que transmite zika circula poco el virus no tiene como entrar a nuestro cuerpo, eliminemos el mosquito"
1783,"Esto impide correcta formacion del bebé.   Hay amenaza del ZIKA a nuestro pais, virus transmitido por mismo mosquito de DENGUE y CHIKUNGUNYA"
1784,"Me picó un mosquito, ojalá sea el zika y me lleve de este mundo alv  Te arrepentirás de haberme regañado, mamá"
1785,se acaba de parar en la pantalla de mi celular un mosquito enorme miren si me pasa el zika toy asustada
1786,"Me pica un mosquito y ya flasheo dengue, zika, cólera, sarna todo"
1787,Cuba inicia el lunes segunda campaña intensiva contra el mosquito del zika: LA HABANA.- Cuba anunció hoy que i... https://t.co/U0IF2EPrQV
1788,"Mi cuarto está lleno de mosquitos mal, mañana me levanto con zika, dengue y todo lo que quieras"
1789,Me picaron muchos mosquitos :( ahorita se me pega el zika
1790,"Me picó un mosquito, ojalá no haya sido el zika."
1791,De tanto picarme los mosquito me va ah dar zika :(
1792,Ojalá y este puto mosquito que no me deja dormir sea de zika para que ya me muera alv
1793,¡CUIDADO! En nuestra propia casa podemos estar permitiendo que el mosquito transmisor del dengue y Zika se reproduzca #DileNOalDengue #Zika
1794,"Jesús me escuchó, un mosquito me ha picado dos veces y no lo logro matar quizá es dengue o zika."
1795,se me acerca un mosquito y ya me desespero porque pienso que es dengue zika y todo junto
1796,"Voy a llamar a la oficina,  decirles que estoy con anginas, que me picó el mosquito del Zika y pego alto faltazo♫"
1797,Me ha gustado un vídeo de @YouTube de @thezafra (https://t.co/PBQcS4sbnR - ¡MARDITO MOSQUITO! Zika VS Dengue).
1798,Me ha gustado un vídeo de @YouTube de @thezafra (https://t.co/pzpGawqZY3 - ¡MARDITO MOSQUITO! Zika VS Dengue).
1799,"Papa vio el mosquito del zika adentro de casa, seguro me pica a mi de los 5 que vivimos aca, porque esa es la suerte que yo manejo."
1800,Acaba de pasar volando un mosquito con rayas blancas en las patas. Si mañana no me ven es porq me pico el zika o alguno de esos bichos
1801,Me pico un mosquito😭Todo el zica ahora ah
1802,Dos segundos en el patio y me picaron cuatro mosquitos ZIKA YA T 100TO
1803,@dolores_th para mi es el zika porque estoy mutando en mosquito
1804,del millon de mosquitos que me picaron estoy 100% seguro que uno tenia zika!
1805,Me ha gustado un vídeo de @YouTube de @thezafra (https://t.co/5WpUonTjtB - ¡MARDITO MOSQUITO! Zika VS Dengue).
1806,@Zalo__Reyes Me da risa cuando la gente le dice zika a los mosquitos xd es como 'Hay un zika en mi pieza D:' wualkajsdlk 😂😂😂
1807,"@Phedror Jajajaa 😆😆 En realidad es el apellido del mosquito, pero yo igual les decía 'zika' 🙈"
1808,Oye weon encontraron 2 mosquitos zika... pero yo creo q son más son blanco incoloros peligroso los weones habitan en el vertedero Pinochet
1809,@Alemaaaan estamos en la misma para mi es el mosquito ese del zika jajaja
