,tweets_VERB
3388,"'Aqui a zika nao samba'  Ainda se vao fuder todos a pala da merda dum mosquito, eu é que nao ia pa rua de certeza"
3389,Tinha tanta gente com zika no hospital q agora todo mosquito que encosta em mim eu já fico com medo
3390,VEJA O VÍDEO ATÉ O FINAL.   MOSQUITO DA DENGUE E ZIKA VIRUS https://t.co/4R0vLuprt6
3391,"Fale sobre o corte no orçamento para combate ao mosquito aedes aegypti e para os íntimos, o famoso mosquito 'zika' https://t.co/OJHsnwI38C"
3392,"Sai, Zika!!!  Zika é a nova doença transmitida pelo mosquito da dengue.  http://t.co/GRG72jrmPr"
3393,"Inventaram um Zika Vírus agora, quem é o transmissor? O mosquito da Aids - Aids Egypt."
3394,"Convoque seus vizinhos p/combater o mosquito da #Dengue, ele também transmite a #Chikungunya e  #Zika. #WorldEmojiDay http://t.co/IQwIdmaRbK"
3395,-coloco a proteçao de mosquito- cuidado que é zika
3396,"Quer saber mais sobre o Mosquito Aedes Aegypti, Zika e Chikungunya? Essa e muitas outras informações você... https://t.co/YE52d87DF2"
3397,"Tomara que eu não pegue zica, tanto mosquito me mordendo hj, pqp"
3398,"Desculpa a demora pra responder, eu tava rezando pra Deus matar a sua família usando o mosquito do Zika Virus como assassino de aluguel"
3399,"Acham vírus do Zika em segunda espécie de mosquito  Rio de Janeiro, 22 jul (Prensa Latina) Pesquisadores... https://t.co/m2dlOWaHBo"
3400,Matei um mosquito da zika 😂
3401,Imagina se a Marta comemora gol vestida de mosquito da zika... Hope Solo fica como né? Ahhahahhaha
3402,Passei repelente também pq aqui é cheio de mosquito! Medo dessa zika neeee
3403,tem tanto mosquito nessa sala e nenhum deles me passa dengue ou zika
3404,#Zika q puto mosquito! Cuidao q duele 😝  #QuitemonosLaRopa https://t.co/jK4HcYZI2D
3405,"Destacado de hoy:  Prevent Mosquito Bites | Zika virus | CDC https://t.co/pKRACFGqMd, see more https://t.co/yP8lD23EJG"
3406,Tenho maior medo de mosquito ksjskaj quero pegar zika de novo não
3407,to com medo de pegar zika com esse tanto de mosquito no meu quarto q q isso gente
3408,"tem um mosquito me perseguindo, agora não sei se ele tá apaixonado por mim ou se ele quer me passar zika"
3409,"Mudando de pau pra cacete, como assim o Zika pode ser encontrado em mosquitos além do aedes? Onde a gente vai parar..."
3410,ACESSE O BIZU DA ADM Fiocruz aponta mosquito comum como potencial transmissor de zika:… https://t.co/gfJbScyUuV https://t.co/y958HEMghu
3411,"Precisamos dar a devida importância ao mosquito da dengue, que se mostra mais nocivo do que parecia!!!  http://t.co/nHF1RN9n0l"
3412,"Disparam no Brasil mortes por chikungunya, transmitido por mosquito do dengue e zika https://t.co/ZEmT5WtjeO"
3413,"Vejo um mosquito já penso em zika, to nesse nível"
3414,@gabirelak aham to sim u.u sou zika parsa nao e um mosquito que vai me deixar na pior
3415,@bemestar o vírus zika é transmitido pelo mosquito da dengue esta virando uma epidemia na região que eu moro quais as chances de se espalhar
3416,"Parecido com a dengue, vírus Zika é identificado pela 1ª vez no Brasil http://t.co/JSm8OjJVLp o mosquito da dengue em novo ciclo?"
3417,Jogaram tanta carga negativa neste Guilherme que deu Zica e não foi culpa do mosquito Aedes Egypit #MasterChefBR
3418,Gostei de um vídeo @YouTube https://t.co/XDwxDWtmFq os mosquitos | Zika | Cartoon Network
3419,"Mostrei e minha vó começou gritar 'É O ZIKA, OLHA AS PERNINHA BRANCA, ESSE MOSQUITO É O ZIKA'"
3420,Gostei de um vídeo @YouTube https://t.co/3t0UnhRemF os mosquitos | Zika | Cartoon Network
3421,levei tanta picada de mosquito espero que nenhuma delas tenha a famigerada zika
3422,TEM MOSQUITOS NO SITE DA @anvisa_oficial ESTOU INDIGNADO MEU COMPUTADOR PEGOU ZIKA  VCS DEVIA DAR O EXEMPLO!!!!! https://t.co/DhierntfrY
3423,"Procurando um meio para ficar livre do mosquito da dengue, zika, entao veja o video.  se achar interessante,... https://t.co/EDle9GsYHh"
3424,Tem um mosquito zika me seguindo
3425,Acho que o mosquito da Zika lá me pico em morretes 😒
3426,"parece q eu levei uma surra de tanta dor q to sentindo, se for zika msm eu vou matar esse mosquito dos infernos"
3427,Tem um mosquito aqui na volta to com medo que ele me beje na boca e me passa o tal zika vírus
3428,"Tem um mosquito muito estranho aqui, tô achando que é o zica vírus 😂"
3429,"Engraçado , não vejo o governo combatendo os mosquitos da dengue , zica , com o tal fumace"
3430,@nuncciaroni bom...esse ator eu quero que seja picado pelo mosquito da zica kkkkkk
3431,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/B074ZOkTpO #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3432,Avisa urgentemente para o Mosquito Primo Zika naum tirar ferias #mirarnoalvo !!! https://t.co/sdbkZpxTZu
3433,"Sabe o que as pessoas mais querem? Motivos para desacreditar que a microcefalia tem relação com a zika e, por consequência, com o mosquito."
3434,"desisto desses mosquito, joga uma zika logo pra eu descansar"
3435,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens. https://t.co/nT8gWoqUe5
3436,"fico toda espiada com esses mosquitos agora, pega zika virus ta favoravel"
3437,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens: O Brasil é um dos principais foco... https://t.co/ILXQvViDw7
3438,tem um mosquito querendo me chupar slc sai zika
3439,Gostei de um vídeo @YouTube de @itruthnews https://t.co/xw0uE3BZjy ZIKA VIRUS BIRTH DEFECTS from MOSQUITO!! DEPOPULATION CONSPIRACY
3440,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/4gcs8rgfTW #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3441,Cuidar da Saúde Pública é o grande remédio contra o #mosquito #aedes #ZikaVirus #Dengue #Chikungunya https://t.co/m7tT93RXSn
3442,"Será que o problema da Zika é realmente do mosquito? Ou é do Pyriproxyfeno, da Monsanto?   É em inglês mas vale... https://t.co/kmeBHxUUvV"
3443,@bemestar por que os casos de zika estão mais frequentes em grávidas?Tem algum fator em que pode se dizer que o mosquito é atraído por nós?
3444,"@bemestar minha opinião o zika foi implantado pelos laboratórios que fizeram a mudança genética do mosquito,"
3445,#UNESP pesquisa bactérias e linhagens transgênicas de mosquitos para controlar #Zika #Brasil https://t.co/qCqZQzgQwQ
3446,Adorando os sites da união com esses mosquitos da dengue/zika voando
3447,Grávidas: Veja cinco dicas para se proteger do vírus zika https://t.co/7VPQN4bEu8 https://t.co/xdXVMRsYVX
3448,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens https://t.co/ooHIhCdPGm https://t.co/aQijef12vh
3449,"@bemestar bom dia, Dr. Roseane, onde realmente surgiu o mosquito que transmite o vírus da Zika"
3450,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/UcH9a92lOf Relação Zika e Mosquito Transgênico nos EUA
3451,acho muito legal essas pessoas compartilhando 'a verdadeira origem do Zika' até pq onde já se viu mosquito transmitir doença né gente
3452,dormindo de tenis pra me proteger do zika virus
3453,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/2cp8eExSba Relação Zika e Mosquito Transgênico nos EUA
3454,parei pra pensar q 5sos nao vem p brasil por causa do surto de daquele mosquito la zika
3455,@vitmouram a zica meu deus sera algum alimento mosquito nao fala ne luis Arruda
3456,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens:  O Brasil é um dos principais fo... https://t.co/lpQOVumSQi
3457,Há homem achas que para as crinças e bébes de quase todo mundo serem atacados pelos mosquitos do Zika é bom sinal? https://t.co/poKLv137J3
3458,to toda picada de mosquito sera que eh zika!
3459,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens https://t.co/QgATgeqney
3460,@marilumgon  Roupa para se proteger do mosquito da dengue chicumbunha e zica.
3461,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/yYxFAp6SOS #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3462,"Vacinam gestantes indevidamente,soltam mosquitos para espalhar Zika, mentem que vírus causa epidemia de microcefalia https://t.co/pZuG1rmXJ6"
3463,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/h1GBwUEFKf Relação Zika e Mosquito Transgênico nos EUA
3464,Saiba toda a verdade sobre a farça do zika virus transmitido pelo mosquito da dengue ! https://t.co/ht0vDXXGPP
3465,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens https://t.co/OY5qm3rf9q https://t.co/Trx6D1Jw39
3466,Siga as recomendações da Sociedade Brasileira de Pediatria contra o mosquito da dengue e # zika https://t.co/ls1tkJXJ0g
3467,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens:  O Brasil é um dos principais fo... https://t.co/55rbTjzaPE
3468,das mais diversas formas q eu tinha imaginado o mundo acabando eu juro que um mosquito transmitindo zika virus nunca foi sequer cogitado
3469,Gostei de um vídeo @YouTube https://t.co/WGOuctKU3O Zika vírus conheça o mosquito que pode te matar
3470,Começa distribuição do repelente contra o mosquito vetor da dengue e zika:         Começa dis... https://t.co/ZpzaZ1xzYR
3471,"Quer saber como eliminar os focos do mosquito para você proteger a sua família da dengue, Zika e chikungunya? O... https://t.co/zGyKlnCNpU"
3472,"esperei meia hora uma mini aranha atacar um mosquito zika olhei pra tela e perdir o bote, o mosquito ja era #QuintaDetremura200kSDV"
3473,Gostei de um vídeo @YouTube https://t.co/IrfmsUyAQbão é infectado pelo Zika Vírus e vira o mosquito da dengue
3474,"Imagine em apenas 4 dias não conseguir andar, nem piscar, por causa de um mosquito? #zika#guillainbarre https://t.co/Q0G5SrrYeH via @YouTube"
3475,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens https://t.co/ooHIhCdPGm https://t.co/0pWcRXDI59
3476,Queria dizer que eu matei um mosquito da dengue gigantesco. Espero que eu não morra de zika ou dengue hemorrágica ou qualquer coisa dessas
3477,"Jogar lixo em canais e em praça pública, contribui para a proliferação do mosquito Aedes, transmissor da #Dengue,  #ZikaVirus e #Chikumgunia"
3478,Siga as recomendações da Sociedade Brasileira de Pediatria contra o mosquito da dengue e zika https://t.co/ZBPkDm7AW0
3479,"Vou no médico amanhã, tenho quase certeza que esse mosquito lazarento da zika me pico em morretes 😾"
3480,"Começou por causa de um mosquito, o Aedes aegyptiae: primeiro a dengue, depois o chikungunya e finalmente o zika,... https://t.co/8n5sf6p5Zh"
3481,Implantam terror com vacinas indevidas: microcefalia; soltam mosquitos GM: Zika. Oferecem mais vacinas.Vai encarar?  https://t.co/KLbdXiXwes
3482,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/kt0RGHe7JL Relação Zika e Mosquito Transgênico nos EUA
3483,Parece que eu beijei diretamente na boca do mosquito que transmite zika vírus
3484,tem um mosquito aqui acho que é o zika vírus socorro #HewienoMixTudo
3485,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens https://t.co/ooHIhCdPGm https://t.co/nKF9Rl6t4P
3486,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/Tu9xTnE0M4 Relação Zika e Mosquito Transgênico nos EUA
3487,mirei no mosquito da zika acertei na muriçoca  https://t.co/xpmqQswZP9
3488,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens https://t.co/20rCqpJGe5; https://t.co/WbD3nYQqfn
3489,Siga as recomendações da Sociedade Brasileira de Pediatria contra o mosquito da dengue e zika https://t.co/RBeQDw5e52
3490,queria saber quem é que coloca esses nomes nos mosquitos tipo zica parece uma zoeira
3491,"pelo que eu vi no jornal, o mosquito lá da zika prefere os góticos que usam preto"
3492,gritando que o mosquito que trasmite a zika se sente atraído por roupa escura suor e chulé
3493,Veja como matar o mosquito da ZICA  https://t.co/s2txklJ2VW   #ZicaZero @fnde_mec https://t.co/fL4JrS8pDK
3494,Tire suas dúvidas sobre o vírus da zika e saiba como se proteger em viagens https://t.co/zTfK4MgzEt
3495,"Vi a pesquisa que passou na tv falando que roupa preta atrai o mosquito da dengue e do zika, menino vai ser o fim dos góticos"
3496,"Acho que fui picada pelo mosquito zika vírus, to com medo kkkkk"
3497,fiquei chocada que o mosquito que transmite a Zika prefere roupas pretas. o meu guarda-roupa é 90% preto. foi por isso q fiquei doente.
3498,Ouvi dizer que o mosquito da dengue e o zika tem preferência por pessoas com roupas escuras.... não da nem pra ser gótica em paz
3499,Siga as recomendações da Sociedade Brasileira de Pediatria contra o mosquito da dengue e zika https://t.co/pu621q0m6w
3500,tive zika há mais de um mes e ainda n consigo malhar direito com dores nesse cabrunco das articulações que mosquito fdp viu
3501,pensei q nós góticos q ñ transanos e nem beijamos estávamos livres do zica mas não o mosquito com góticos é tipo esses pastores homofóbicos
3502,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/nTlxZ8x25l Relação Zika e Mosquito Transgênico nos EUA
3503,"Acho que Minha mãe ta com Zika, ela não tá bem .. Eu sei quando ela não tá 😞 .. É foda saporra de mosquito filho da puta 😢"
3504,Passou no jornal q roupa preta atrai mosquito zika eu to ferrada
3505,tinha um mosquito zumbindo no meu ouvido espero que nao esteja com zika
3506,serio que roupa preta atrai mais o mosquito da zika a pessoa pode nem mais ser TREVOSA em paz
3507,Acabei de ver no @jornalnacional que o mosquito do ZikaVirus Prefere pessoas com roupas pretas então eu estou Fo.. @!  @bellesbatista kkkkk
3508,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/HszoUQEgPj #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3509,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/KeCqQbj5yp #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3510,Vo compra capa d chuva pra me esconder do mosquito da zika  Vai que ele me ache e me dxa zikada  #SdvComOsTagueirosE
3511,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/rdwmxDePSX #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3512,"tem uma revoada de mosquitos no meu quarto, eu devo ta muito zika"
3513,"Perguntar não Ofende: Em que momento o Mosquito Aedes aegypti, que transmite dengue, zika e chikungunya.Se transforma como vetor Zika?"
3514,Cai a verba federal de combate ao mosquito da dengue e zika https://t.co/166ZX9xZss via @bol
3515,Acho que o mosquito da Zica vírus me mordeu
3516,quer dizer q os senhores tem tempo pra colocar mosquito voando como alerta do zika virus mas nao tem tempo p avaliar minha documentação
3517,Tem tanto mosquito aqui...que e ctz que pego zika virus
3518,Saiba toda a verdade sobre a farça do zika virus transmitido pelo mosquito da dengue ! https://t.co/9znyc1LtkL
3519,"Entrei numas com esse zika vírus, nunca enxerguei tanto mosquito, mas também to exterminando eles td"
3520,Morar no brejo é ruim de mais a gente tem que viver com o medo constante de abrir a janela vir mosquito passar um Zika Vírus Chikungunya etc
3521,"Sei não hein?! Já tive zica e não passei pra ninguém. O mosquito parece um mutante, uma experiência, que vai ficando cada vez mais forte 😢"
3522,Sabem que som é que faz as camas dos mosquitos quando eles fazem sexo? Zika zika zika zika! #PiadasSecas
3523,"'Faremos tudo para proteger mães e futuras mamães do zika vírus', garante presidenta #primeiraHora https://t.co/rtepUDlKf1"
3524,Xô zika! Tire suas dúvidas sobre o uso de repelente e aprenda a se proteger &gt; https://t.co/zi954BDWZP https://t.co/p4pOp6fOA5
3525,"Tento, mas não consigo achar um petista inteligente. Também, quem chupa a Dilma q vai acabar com o mosquito Zika... https://t.co/DT2rqdiGmI"
3526,"Faça sua parte contra o mosquito que transmite a dengue, chikungunya e o zica vírus! https://t.co/wjJ8p8RBoi"
3527,"'Faremos tudo para proteger mães e futuras mamães do zika vírus', garante presidenta https://t.co/035ewoYYi8 https://t.co/XdnrOqAGSa"
3528,"Diminuir a quantidade de mosquitos que circulam nos ambientes ajuda a combater a #dengue, o #zika e o #chikungunya.  https://t.co/A68ZgkYAZD"
3529,Sai Zika!!!! E a gente achando que a dengue fosse o pior dos males!!! Quanta impotência diante de um mosquito! 󾌯 https://t.co/c0EBUhD8Fd
3530,"Acho que matei outro mosquito da dengue,zica e Chico cunha"
3531,"Ihhh gente, Zika agora passando pela saliva, por relação sexual, pela urina e pela picada do mosquito. Depois do carnaval todos mortos? 😓😓"
3532,"Vejam que legal: um mosquito te pica. Você contrai o Zika. Compartilha um copo, talher, lata de cerveja, beija e transmite o vírus.  FODEO."
3533,"Falaram que quem tem zika não podia transar, agora não pode nem beijar. Que mosquito fdp"
3534,Sinto um apocalipse zumbi chegando em forma de mosquito. #ZikaVirus =/
3535,Aprendar a fazer Armadilha para o mosquito da dengue - envolva com tecido escuro a armadilha #dengue #zica  https://t.co/jjkFV3dxkt
3536,"Levei tanta picada de mosquito esses dias que vou acumular um combo Zika, Dengue, Gunha com batata e coca grande pra viagem."
3537,hahahaha bem lembrado. cês imaginam um programa infantil hoje em dia com um cara vestido de mosquito e chamado ZIKA? https://t.co/nLmsk47Nry
3538,"AUMENTA O RISCO DOS DENTISTAS.  Zica já tem contaminação flex: picada de mosquito, sexual, sanguínea e saliva.  O... https://t.co/rDvW0eAahi"
3539,"Fazendo mutirão de vistoria no combate ao Mosquito Aedes contra Dengue, Zika, Chicungunha e outras doenças.Participe https://t.co/xTNb4ZgPkw"
3540,"@estadao CONCORDO C/ A #ONU ! ZIKA É + AGRESSIVO Q HIV ! PRESERVANDO NATUREZA,LIBÉLULAS,SAPOS E LAGARTIXAS COMEM MOSQUITOS !"
3541,"engraçado,sai na rua com uma camiseta que tinha uma especie de mosquito e o SUS me parou achando que era dengue...ta zika a coisa '-'"
3542,"Entenda a diferença entre dengue, zika e chikungunya: Não sei vocês mas nós aqui estamos TENSOS com o mosquito... https://t.co/2ppTdNhXTo"
3543,"@beltraomaria @SaudeemFoco  agora ficou mais fácil a transmissão..! Se picar depois da pessoa sarar da zika, o mosquito ainda transmite?"
3544,@matheussant97 que no caso vai pegar zika pelo mosquito kkkkkkkk não vai adiantar muito pra tu não kkkkkkk
3545,#zika na saliva #beijo; no mosquito #Aedes; no amor #DST; para as futuras gerações #MEDO; para o #Mundo -&gt; #UNIÃO
3546,"Começa assim, dengue, zika, jájá o mosquito vai transformar geral em zumbi, partiu virar ermitão..."
3547,"Queria aquela foto do mosquito zika com o oculos de sol e bone, mas nap acho"
3548,Via @NPR: Florida Governor Ramps Up Mosquito Fight To Stay Ahead Of Zika https://t.co/ahNdPNN6D2
3549,@marisascruz  Transmissão do Zika: Mosquito Sangue Relação sexual Saliva e Urina https://t.co/4MiRrUWCz6
3550,"'Faremos tudo para proteger mães e futuras mamães do zika vírus', garante presidenta —  Portal Brasi... (https://t.co/PJyludh0ct)"
3551,"Gostei de um vídeo @YouTube https://t.co/Ev8bGrCaiY: Not from Zika, but Vaccines, GM Mosquitos or Glyphosate?"
3552,"Td mosquito q eu mato tm aquelas pintinhas brancas, acho q tm varias familias aq: DENGUE, ZIKA e CHIKUNGUNYA...Ainda bem q n tive nd ainda🙏"
3553,"Convenhamos: a zika pode existir há cinco, vinte, cem anos, o problema mesmo é o mosquito. Ele pica um com e vai transmitindo."
3554,imagina se esse zika vírus nem vem do mosquito e todo mundo fazendo uma correria pra acabar com o coitadinho
3555,"Veja o mosquito da dengue, chikungunya e zika reimaginados como princesas disney"
3556,será que esse mosquito zika anda de aba reta
3557,"Entao se em boca fechada não entra mosquito, tb não entra Zika. a não ser que você despreze essa info e queira mesmo assim levar uma picada!"
3558,"Vejo as notícias sobre o zica vírus e fico chocada, me sentindo egoísta... nem entendo a proporção que esse mosquito tá dando."
3559,Via @NPR: Florida Governor Ramps Up Mosquito Fight To Stay Ahead Of Zika https://t.co/0zKe5kBios
3560,levei tanta mordida de mosquito que parece que tô com zika
3561,"Detectaram transmissão de vírus Zika pela urina. Ao ver um mosquito no vaso, tente matá-lo com mijo. Faça-o provar do próprio veneno."
3562,Procurar e Destruir os criadouros do mosquito Zika https://t.co/PY4PUjAx43
3563,"Sei que é por uma boa causa, mas essas propagandas contra zika com mosquitos nos sites de inst. públicas estão ridículas!"
3564,Houve um surto de zika na Polinésia Francesa em 2013/14. O que o Governo Federal fez? Cortou a verba pro combate ao mosquito!
3565,tá com que esse zika vírus veio do mosquito. tem que ser muito burro pra acreditar nisso
3566,"passa por mosquito, por urina, por saliva… MEU, EU NÃO CREIO QUE O MUNDO VÁ TERMINAR COM UM VÍRUS CHAMADO ZIKA!!!!"
3567,"'Faremos tudo para proteger mães e futuras mamães do zika vírus', garante presidenta https://t.co/035ewoYYi8 … https://t.co/XdnrOqAGSa"
3568,Gostei de um vídeo @YouTube https://t.co/qT4zoWQdNT e roupa escura atraem mosquito do zika
3569,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/sQ5ruhHYfK #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3570,"Sai mosquito, não quero zika"
3571,"Pelo menos se eu pegar Zika, vou poder falar que foi uma troca de saliva com uma mina no carnaval.. Mas na verdade foi o mosquito memo"
3572,"Aproveite sua viagem, previna-se contra o mosquito Aedes aegypti e o vírus zika! Leia mais: https://t.co/GKDl6Qd3kA https://t.co/iufPL8zKQ6"
3573,"'Faremos tudo para proteger mães e futuras mamães do zika vírus', garante presidenta https://t.co/035ewoYYi8 … … https://t.co/XdnrOqAGSa"
3574,"Eliminando o foco do mosquito conseguimos combater Dengue, Chikungunya e Zika. https://t.co/AtyMAyyEwd"
3575,"Vixe RT @bbcbrasil: Para especialistas, armadilha contra mosquito da zika pode aumentar risco de contágio https://t.co/z8PLCwjfDj"
3576,melhorando minhas técnicas de matar mosquito a tapa pra não pegar o zika virus
3577,"Ver um mosquito, transmissor do vírus Zika e provocador da microcefalia, ganhar a guerra no Brasil é ter a... https://t.co/LNIVs2fal1"
3578,"evitem beijar mosquitos, se não vcs pegam zika #FicaDica"
3579,"Descobriram que o Zica vírus, não depende só do mosquito, para contaminar outras pessoas. Com o Carnaval cheio de turistas,  fú!"
3580,queria ser zika q nem aquele vírus do mosquito
3581,"Plante com segurança. Não crie criadouros para o mosquito transmissor da DENGUE, CHIKUNGUNYA e ZIKA VÍRUS https://t.co/P8goSYE5qI"
3582,Combatemos o mosquito transmissor do zica de forma errada https://t.co/U2YHzYUHVG
3583,"acredito eu, minha opinião, exclusivamente minha, que não é vírus da zika, e sim o mosquito"
3584,dormi com o zika virus transmitido pelo mosquito e quando acordo ele ja ta pela saliva teria a humanidade ido longe d+
3585,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/a2eQF9HWfH #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3586,so pelo nome zika ja da pra saber q vem de tudo q n presta desse mosquito fdp
3587,Imagina que horrível pegar o zica vírus por um mosquito e não por um beijo pq vc ainda é bv
3588,Odeio vilazinha caipira puta que pariu cheio de mosquito aedes aegypti não quero pegar zika
3589,"Pegar quem o mosquito pegou, não é traição, mas é zica mermão."
3590,"Eita mosquito do Satanás esse da #Zica . Descobriram que o vírus é transmitido pela urina e saliva. Vai pro carnaval, ñ beije,corre risco."
3591,Comprar uma camiseta dessa pra qnd o mosquito vier me picar ler'xô zika'perceber q n é bem vindo e ir embora triste https://t.co/ByEflAN8ES
3592,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/ZzhfqnYIk2 #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3593,tem uns 100 mosquito em volta de mim será que vou ficar zika?
3594,"@an_unkind_girl ZIKA, o mosquito Zika do Bagui HAHSHSHAHA"
3595,tem vários mpsquisto aqui me picando so espero que não seja zika vírus
3596,Gostei de um vídeo @YouTube https://t.co/1IY6QeM33t toda a verdade sobre a farça do zika virus transmitido pelo mosquito da
3597,"Peguei um mosquito preto e branco tentando me picar hoje, pavor dessa porra de zica 😒"
3598,Diz o governo que o Zika está sob controle. Controle do mosquito.... 😠
3599,Tem um mosquito zica aqui no meu quarto querendo me dar um zica virus
3600,"Veja um repelente caseiro, para prevenção do Zika Vírus, Aedes Aegypti e demais mosquitos, com... https://t.co/09RaTypC2F"
3601,"carai meu wpp ta mais parado do que agua do mosquito da dengue, chicunguia e zika virus ..."
3602,"tem um mosquito aqui, que zika"
3603,Matei o mosquito aqui vai que ele me passa o zika vírus
3604,Veja nossas dicas de uso de repelentes para se proteger da dengue e zika vírus: https://t.co/Kj63gNuG7j https://t.co/YzpU7Dtvis
3605,vejo um mosquito e já penso é zika saio correndo dentro de casa e ninguém entende nada é zika galera é zika
3606,Lembrando que uma técnica semelhante vem sendo utilizada pra combater o mosquito que transmite dengue e zika! https://t.co/7EaoSUGU1Z
3607,"Precisamos somar esforços ao combate contra o zika vírus, transmitido pelo mosquito aedes aegypti."
3608,Acho q o mosquito da dengue me picou pq eu to zika hj
3609,"Morrendo de calor, mas aqui tem mt mosquito, tenho medo de zika vírus, continuar com a coberta msm #AssistaQualÉASenhaDoWifi"
3610,Confira receitas de repelentes naturais para espantar o mosquito com zika virus https://t.co/OjizPknMcv via @gazetaonline
3611,"Há quantos anos o governo central namora com o mosquito, que antes era só da dengue, depois  também da chikungunya e agora é do zika vírus?"
3612,"Criado um larbicida 100% nat contra o mosquito transm da dengue, zica e etc"
3613,@majucoutinho Agora eu intendi de onde vc tirou a palavra chuvica! é a chuva do norte do pais com mosquito da dengue q tem zica... Chuvica!!
3614,"Atingidos pelo 'Zika Virus', cartolas paulistas apoiam coronel na CBF: O mosquito que causa malformação neurol... https://t.co/N9E14l8X5J"
3615,Tomara que o zika vírus não fique popular pq eu não vou aguentar a internet com várias montagens de uns mosquito de óculos espelhado
3616,"Sabe aquele $$ todo desviado p campanha d PTeCia?Não sobrou p combater o mosquito do Zika,q está comprometendo a vida de milhares d crianças"
3617,Cuidado com o mosquito da zica...#TercaDeSDVNoClubeDaTAG https://t.co/kEWJI4Z6Sp
3618,Saiba como a gestante deve se proteger do Zika Vírus https://t.co/oIskPV1ptV
3619,"Saiba como a gestante deve se proteger do Zika Vírus: As manchetes nos jornais, televisão, internet sobre o su... https://t.co/eUGCnyJUo1"
3620,Faça você mesmo: vela de citronela que espanta mosquitos https://t.co/mFxTyC6OjU jeito natural de espantar a zika e outras mazelas picadoras
3621,"Saiba como a gestante deve se proteger do Zika Vírus - As manchetes nos jornais, televisão, internet sobre o su... https://t.co/nsYl1GaK8n"
3622,"Entenda a relação entre o zika vírus, o mosquito aedes aegypti e a microcefalia. Assista: https://t.co/qAaJwn3YTg"
3623,@JOAQUINTDASILVA esse tipo de gente se prolifera igual mosquito da dengue e zika
3624,Conheça o parque dos mosquitos: https://t.co/7o8xIBukur via @JornalExtra
3625,"Queremos reforçar que ao combater o mosquito, além de evitar a dengue, a gente também previne contra o zika vírus e o chikungunya."
3626,Saiba como a gestante deve se proteger do zika vírus - https://t.co/UrrAPsuZpN
3627,"Lançado no Rio de Janeiro campanha de combate ao mosquito #AedesAegypti, transmissor do #Zica vírus https://t.co/dvzgc7fBrI"
3628,"vey tanto mosquito que já me picou, nem sei como nunca peguei dengue e o tal zica."
3629,"@samara7days Mosquito Giuma Zika se mata com veneno. SBP , terrível contra os insetos.Contra os insetos."
3630,Olha o nome do mosquito KKKKKKKKKKKKKKKKKK Zika vírus
3631,Veja os cuidados necessários para combater o mosquito da dengue: Aedes aegypti também transmite o zika vírus e... https://t.co/AF4GefqluQ
3632,"quero saber mais sobre o mosquito da zika, jornal nacional"
3633,"Tem um mosquito me rondando, to com medo de pegar zika dnv"
3634,"Fico desesperada a Cada mosquito que vejo na minha frente, nao é Por causa da Zica nao, é minha alergia mesmo 🙄🙄"
3635,Acho q uma desgraça de um mosquito me mordeu e agora eu acho q to com zika.
3636,"tava aqui de boa ai passa um mosquito cantando eu tu nois bota nela , ai eu pansei fudeu e zica virus."
3637,"Espero que esses mosquitos não sejam da dengue, zika... essas paradas. Se não, adeus mundo."
3638,ganhei um amuleto da minha irmã pra me proteger dessa zica toda
3639,Tinha um mosquito da zika pelo mei quarto
