,tweets_pronouns
279,Eu estava de bobeira com a boca aberta. Acho que engoli um mosquito!!! Estou com risco de Zika?? Já pensou? https://t.co/h3u9RQizkw
280,"Gente alguém para estes mosquitos, daqui a pouco o zika vai arrancar um pedaço do meu dedo"
281,mt ruim esses surto de aedes pq qqr mosquito q me pica eu ja penso af sera q amanha vo acorda com as dor da zika
282,"Eu puxando assunto (fatos reais): -Oi -Oi -na sua casa tem mosquito? -hein? Kk -a crise de zika ta grande, daí tava preocupada"
283,"Peguei um mosquito em mim e torci pra que ele não fosse da Dengue, Zika ou Chi"
284,Vejo um mosquito perto de mim e já acho que é o zika.
285,"acabei de matar um mosquito que estava me picando, agora resta rezar p não ser o zika vírus"
286,@ruandeivison68 manoo o mosquito me mordeu pode ser o mosquito zika eu posso até morre
287,Qualquer mosquito q entra no meu quarto eu ja acho q eh zika virus uahauhauaha alguem bate na minha cara
288,"Minha mãe ta com medo de eu pegar zica ou dengue de tanto mosquito kkkkkkk, tão lindinha ela preocupada"
289,"Se a cada picada de muriçoca eu surtasse pensando que é a zika ou o mosquito da dengue, tava era fudida!"
290,Quando eu ouço 'zika vírus' imagino os mosquito de juliet camisa da adidas e berma da ciclone
291,Acho que esse mosquito zica ta na minha casa porque a coisa ta ficando séria pro meu lado brasil
292,HOJE EU VI UM NEGOCIO DO MOSQUITO DA DENGUE Q ELE TRANSMITE O ZIKA VIRUS EU RI ALTO NO MEIO DA RUA AFF
293,Chega um mosquito perto de mim eu ja fico em choque do zika virus
294,todo dia 10 picadas de mosquito eu levo agr com esse Zica eu to com cu na mão
295,"Muito mosquito no meu quarto, to até c medo, ja basta minha tia c zika"
296,sei lá se é mosquito da dengue zika chikunghauahahahsu tds essas porcaria aí só espero q minha avo nao adoeça
297,Liguei o repelente porque meu quarto tá cheio de mosquitos e não quero ter ZIKA e ficar zikado IUASHIUASHIUASIU
298,não tem um baygon nessa casa pra eu exilar esses mosquitos ne e se for zika
299,Só eu acho engraçado o nome do mosquito  (Zica)
300,Desculpa mas toda vez que ouço falar em zika virus eu imagino um mosquito de aparelho florescente e juliet
301,não vamos deixar que a zika do mosquito ronde a nossa casa vamos todos  evitar acumular  água no quintal de zika   a Dilma já é muito.
302,Um mosquito whathever picou o braço da minha mãe e ela ta toda dengosa pedindo favores pra nós dizendo que ta com zika
303,Vários mosquitos me morderam ontem e eu ja comecei a falar q tava cm zica kkkkkkk
304,Zika agr é um mosquito ? Pra mim zika era qndo a pessoa fosse 'fodona'
305,"Meu soldado ta com zika, tragico isso o mosquito picou o cu dele ..."
306,Se um mosquito portador do vírus zika me picar eu viro funkeiro? 🤔
307,"Às vezes eu sofro com hipocondria. Não posso ser picado por um mosquito, que supostamente eu já sinto sintomas de dengue ou de zika."
308,"Cada mosquito que passa eu já imagino ele me picando e eu pegando zika vírus , dengue o caralho a quatro"
309,"Toda vez que alguém fala 'zika vírus' eu imagino um mosquito de boné da cyclone, meia na canela, todo chavoso"
310,"alguns dos maiores mosquitos e doenças dos nossos dias; Zika Rousseff, Michel Denguer, Eduardo Chicuncunha, Aécio Aegypti, Lulária..."
311,"'sergio vc cortou o cabelo?'  'não, minha cabeça que cresceu. fui picado pelo mosquito zika inverso e to com macrocefalia'"
312,fico bem aflito quando vejo matéria sobre zika e chikungunya e mostra uns mosquitos nos braços das pessoas. os cara é loco??????????
313,"A demissão dos chamados ‘mata-mosquitos’, de alguma forma, tem refletido nos casos de dengue e zika vírus, no ... https://t.co/HISt9dm20w"
314,PESSOAL cuidado com mosquito da Dengue e Zika ontem um amigo meu quase foi picado a sorte que eu estava perto e... https://t.co/pyViX5PJJ7
315,"Meu pai disse que to com zica vírus, será?? O mosquito fdp. Se eu continuar piorando, vou p médico"
316,"Tem graça não. Dengue, Zika e Chikungunya não são brincadeira. Vamos nos virar amigos! Pau no mosquito!!!!!... https://t.co/aoQMl38APx"
317,Combate contra mosquito transmissor da dengue e zika  será na quarta no Nosso Teto e Antonio Assad Alcici -  https://t.co/Y8JrZPnyvV
318,minha mãe inventou moda de queimar pó de cafe pra espantar o mosquito zica e essa merda tá fedendo demais
319,"Galera, vamos redobrar os cuidados com mosquito da dengue e da zica ontem um amigo meu quase foi… https://t.co/e0wR4lJYog"
320,Negócio é combater o mosquito. Imagina se eu pego mais zika na vida
321,É assim que eu mato o mosquito da Zica 😁 https://t.co/ZXDbTgz9zC
322,"Minha mãe viu a zica na televisão e começou a colocar remédio de mosquito na casa, kkkkkkkkkkk.."
323,"Eu quero saber quem foi o filha de uma caralha fedida, que deixou a porra do mosquito se chamar zika"
324,Segundo a nossa PresidAnta é o mosquito que bota o ovo que transmite o zika viris que causa a 'Microencefalia'!  https://t.co/aP7E4EjR2x
325,"eu to totalmente bitolada nisso de mosquito,,,,n quero ter zica mais uma vez"
326,"mosquitos me comendo aqui, e eu no dilema: levantar pra caçar ou ficar aqui e arriscar uma zika?"
327,eu vejo um mosquito e já grito 'SAI ZIKA!'
328,"Poxa @MichelTemer, o cara culpa o mosquito pelo surto de Zika e me vem dizer q ok a pílula do câncer pq oq cura é  a fé? Tira esse cara!"
329,"Se eu tivesse bêbada quando esse mosquito me picou, eu que tinha fodido ele e não teria ficado com essa merda de zika"
330,Odeio mosquito pernilongo zica vírus barbeiro formiga  seja lá o que for para de me morder CARALHO
331,Florida mosquitos needs to chill smh I don't need no zika
332,"Retweeted ThatuNunes (@ThatuNunes):  Poxa @MichelTemer, o cara culpa o mosquito pelo surto de Zika e me vem dizer... https://t.co/jIyV29B3dN"
333,"Bebi tanto, mas tanto, que se o mosquito da zika me picar, quem morre é ele. E de cirrose"
334,'veio um mosquito ai eu achei que era zika e orei e deus me livrou dessa' KKKKKKKKKKKK ai flavia
335,Um mosquito me morde e eu já entro na paranoia de chikungunya/dengue/zika
336,#PanicoNaBand ele flw zica virus e tansmitido pelo ??? minha vo musquinto !!
337,preocupa se zika eh sexualmente transmissível pra que meu caro todo mundo sabe q vc num trepa. preocupa com o mosquito mesmo
338,"eu sou picada e já fico paranóica hoje em dia, já pensou se foi um mosquito da dengue zica"
339,"@ObeySei na real pelo mosquito, aí ele me passou o Zica vírus"
340,"Meu pai foi picado por mosquitos, agora ta achando que tem dengue ou zika"
341,Um mosquito me mordeu com força aqui só espero q não seja o da zika
342,dormindo sem ventilador pra ver se um mosquito com zika me pik
343,mais fácil eu pegar zika pelo mosquito do que beijando na boca isso porque vivo num apartamento fechado no 5º andar
344,@g1 esta linda😃mas eu quero saber se o mosquito da zica vai estar desfilando...😧
345,"Zika vírus tava em alta no nordeste principalmente pq tava num período chuvoso, quero ver mosquito viver nos 40* graus que voltou a fazer hj"
346,"To tão noiado com zika, dengue e a outra lá com nome estranho q td hora acho q tem algum mosquito me picando ou algum voando pelo quarto"
347,fui inclusive atacada por muitos mosquitos e espero q n role a famigerada zika durante minha raiva vamos rezar
348,"'Zika vírus pode ser transmitido pela saliva' pô mosquito, nem vc tá contribuindo p eu perder meu bv"
349,"Fui passar repelente pra me proteger do ZIKA e o Geromel não deixou, pq Geromel não deixa passar nada! 😠🚫 #GeromelFacts"
350,Se eu falar pra minha mãe que o mosquito me picou ela já vai começar a falar pra passar repelente pra não pegar zika #VoteBiel #KCA
351,Com a quantidade de mosquito que tem na minha casa não sei como ainda não peguei zika
352,me apaixonei por um mosquito zika  #VemCarnavalNoClubeSDV
353,"O mosquito veio me picar , pegou zika se fudeu otario"
354,"Praia Seca tem mosquito a vera, se eu sair sem pegar zika vou ate comemorar"
355,Momento filosofia acabou pq um mosquito me picou e agr eu to c medo de pegar zika e morrer
356,To imune a zika de tanto mosquito me mordendo aq
357,"quase oficial eu estar com Zica, porque isso é preocupante, pelo fato de que todo mosquito transmissor agora será... https://t.co/W2MirKWS2L"
358,chega uns mosquito perto de mim e ja acho que vou pegar a zika
359,Caraio vou pegar mais zika doq eu já sou daqui a pouco os mosquito tá foda viu cusao
360,"Se até hj n peguei dengue/zica/chicungunha é pq o santo é forte, pq mosquito me morde de 10 em 10 segundos"
361,"Quase que eu beijo um mosquito hoje, mas aí fiquei com medo de pegar zika, aí eu desisti."
362,"Minha prima não pode mais ver nenhum mosquito que já grita: ISSO É UM ZIKA, TIRA ESSE ZIKA DAQUI MATA ELE MATA ELE mentira na vdd sou eu msm"
363,"Vou só falar uma coisinha sobre esse carnaval: se o Zika vírus pode ser transmitido por beijo, então eu to imune até que o mosquito me pique"
364,Caramba... Eu não tinha pensado nesta relação entre o zica vírus e os mosquitos geneticamente modificados. https://t.co/u9WIF9j6HW
365,"com essa epidemia de zika vírus, qualquer mosquito q chega perto de mim eu já mato ou saio correndo credo"
366,esses zika de oculos de mosquito ta achando que jogando espuma no nosso cabelo vai ter alguma coisa
367,Se eu pegar zika ou dengue a culpa é da Thaís kkk...To toda picada de mosquito 😓
368,Me dedicaré a cazar mosquitos zika
369,NA LUTA CONTRA O ZIKA: Não podemos perder para um mosquito! Todos juntos podemos por um fim nos focos de... https://t.co/syaxDzTNSh
370,Já perdi as contas de quantos mosquitos me morderam e estou bem triste por nenhum deles ter sido o zika
371,Aqui até os mosquitos nos derrubam! #ZikaVirus
372,Acho até que to com o Zika Vírus de tanto mosquito q me picou
373,"@dilmabr  VERGONHA NÉ DILMA. GASTOU NOSSO DINHEIRO NO PORTO DE MARIEL EM CUBA E NÃO COMBATEU O MOSQUITO, DEU ZICA !! https://t.co/y5o2d81pIa"
374,me apaixonei por um mosquito zika
375,Alerta para o zika sem perder o humor nos blocos de carnaval: RIO - Uma infestação de mosquitos tomou conta do... https://t.co/72G7AZjYh3
376,só hoje o mosquito zika vírus já me picou aprox 67 vezes
377,'zika virus pode ser transmitido pela saliva' ainda bem que eu não beijo mosquitos na boca
378,Eu pensei que aquele virus dos mosquitos se chamava zita e agora descobri que é zika
379,OH SHIT tenho um mosquito ZIKA no meu quarto! 😱😱😱
380,"Tanto mosquito me picou ontem, até sonhei que estava com Zica"
381,"Num grupo de vegans eu li q a gente nao tinha q matar mosquito do zika, só deixar a casa limpa fechar a janela"
382,"Aqui em casa nãããoo! Vamos nos proteger do mosquito que pode transmitir a chikungunya, zika e dengue. Bom #carnaval https://t.co/8hc9Uc0ORT"
383,"'Zika vírus pode ser transmitido por saliva, afirma Fiocruz.' _ Ok, mas não estava no meu plano beijar o mosquito."
384,"Se o BTS não vir pro BR por causa do Zika, eu mesma vou ter que começar um movimento contra o mosquito no meu bairro. A vida não tá fácil"
385,@Roddd quando eu li que o zika pode ser transmitdo pelo saliva eu falei pra minha irmã 'é só não beijar o mosquito na boca' kkk 😂😂😂👌👌
386,"Quase q o mosquito da zika me mordeu, Jesus"
387,Encosta um mosquito em mim eu já penso ZIKA
388,"Mds eu falando do zika vírus e um mosquito em mim,sai daqui desgraça"
389,se a marina cancela por causa de zika eu viro mosquito e vo la na casa dessa desgraçada
390,qualquer mosquito que pousa em mim já acho que é o zika virus
391,"@perryshameless mana, o zika passa por picada de mosquito tbm, igual dengue, não é só pelo beijo. o que eu falei foi irônico"
392,"minha amiga puta pegou zika virus. Eu admiro esse mosquito, porque ele fudeu ela de graça"
393,"To c pavor de pegar zika, quando eu vejo um mosquito já fico logo desesperada kkkkk"
394,qualquer mosquito que pousa em mim já acho que é o zika virus
395,Esse mosquito é zika mesmo hein ... HA HA HA como eu sou engraçada
396,Eu tomo banho e o mosquito continua me perseguindo. Vó acabar pegando Zika kk
397,ACABOU DE POUSAR UM PERNILONGO EM MIM E SERA Q FOI O MOSQUITO ZIKA?????
398,Velho a porra de um mosquito me picou Sera o zika
399,como levar a serio um virus chamado ZIKA eles fala zika virus eu penso num mosquito com meia no joelho ouvindo baile de favela
400,gente pousou um mosquito em mim e eu acho que é o da zika
401,Mano do céu se Maroon 5 cancelar show por casa de Zika eu mesma vou ter que ir lá e acabar com a população mundial de mosquitos
402,"Toda vez que eu vejo um mosquito fico com medo que ele me pique e eu pegue zika virus, eu n quero morre agora q minha vida ta dando certo n"
403,'vamos combater o mosquito zika' bicho por mim que chegue um megazorde do zika bem grande na grande são paulo e vomite 10 milhão de mosquito
404,"@lacobraprieta Vc traduziu o meu vídeo sobre mosquitos transgênicos, zika e microcefalia?"
405,"Se eu for picado por um mosquito é mais fácil ele morrer de coma alcoólico, do que eu pegar dengue, zika ou chikungunya hauahauahauah"
406,Tem uns mosquitos aqui me picando espero que não seja o da zika
407,"zika virus cancela vinda ao brasil por conta de ian somerhalder, 'deus me livre' disse o mosquito"
408,"Meu padrasto e minha mãe dizendo que essas doenças (Chicugunya, Zika etc) não são culpa do mosquito da dengue! kkkkkkkkk Adoro velhos!"
409,"Vei como eu n peguei zika ainda, meu corpo ta coberto de picada de mosquito"
410,Esqueci a janela aberta agora meu quarto tá cheio de mosquito se eu n pego zica hj não pego nunca mais
411,@SBPProtege Como me proteger do zika vírus?
412,"Eu já sabia que minha vida tá uma zika, não precisava vir um mosquito me picar pra confirmar!"
413,UM MOSQUITO ME MORDEU TO ME COÇANDO TO COM ZICA
414,"Nem o mosquito da Zica consegue me pegar, ele escorrega de tão liso que eu tô! — se sentindo Liso"
415,Bom dia. Eita a Zica vírus  me pegou. Eita mosquito da dengue aonde vc me picou????rsrs Que sintomas ruins!!!! http://t.co/Sgke2LqpvM
416,"Eu devo ter um bloqueio natural pra doença, pq o que tem de mosquito nessa casa e eu ainda n peguei dengue/chicungunha/zika"
417,amigo meu que eu nao vou dizer o nome transou sem camisinha com um mosquito e pegou zika
418,"Esse tal de mosquito ''Zika'', tinha que me picar? FDP mesmo. Até dor nos olhos eu sinto."
419,@victoralmeidap @songsaboutbea Pra mim zica é a doença que aquele maldito mosquito que me passou mês passado O_o
420,"Não é dengue, o nome do mosquito que me picou é Zika heueheuehehe"
421,"Tô desesperada com esses mosquitos me mordendo, ainda mais com essa onda de zica..."
422,O mosquito do zica vírus ta me rodeando aqui no sofá kkkkkk
423,eu estou sendo comida literalmente por um batalhão de mosquitos sai zika
424,Mas com o tanto de mosquito que me picou ela vai ficar felizona se um deles for zika ou xicungunha ( ou que deabo de nome tenha)
425,tem um mosquito me rondando. sai zika que tu ja me pegou esse ano
426,"eu num posso ver um mosquito me rodeando que já penso: MEU DEUS, não posso pegar a zica"
427,"Brother se eu não pegar uma zika aqui no meu quarto, vai ser muita sorte pq o que temmmmmmmm de mosquitooo."
428,Flórida encontra mosquitos infectados pelo zika pela primeira vez nos EUA https://t.co/X62272gfgs
429,"ta cheio de mosquito nessa casa , se eu pegar zika nessa porra eu vo botar fogo em vcs"
430,tanto mosquito aqui em casa q se eu não pegar dengue zika ou chikungunya vai ser um milagre
431,A zika ja ta no eua gente essa mosquito viaja mais que eu
432,painho desligou o ventilador e um mosquito me picou dai eu disse q ia pegar zika agr ele ta se sentindo culpado
433,"Nos estádios do Brasil também vai ser assim, só que em vez de traças serão mosquitos carregadinhos de zika."
434,fui picado por um monte de mosquito rezando pra nenhum me passar o zika virus
