,filtered_tweets_pt
21002,"Todo cuidado será sempre pouco. O mosquito Aedes aegypti é transmissor de dengue, chikungunya e zika, que tem... https://t.co/ueSqCTOJpG"
21003,OMS defende teste com mosquito transgênico e bactéria contra o zika https://t.co/RJEGGUaITX via @emrondônia
21004,Repelente caseiro contra mosquito da Dengue / Zica Vírus / chikungunya https://t.co/vtNbLmv3Uv
21005,New post (OMS defende teste com mosquito transgênico e bactéria contra o zika) has been published on Jaru Online https://t.co/yVoK7m7qpB
21006,Agora vc fica com gripe pensado que pode ser uma Dengue ou Zika ou qualquer novidade que esse mosquito pode carregar.
21007,Já pensou que louco além do zika virus e do Chicungunya o mosquito da Dengue transmitisse o piripaque do Chaves?
21008,lembrando do dia que nois tava de boas la no senai ai passo um mosquito e eu zuei ' IHH ALÁ O ZIKA VIRUS'
21009,OMS defende teste contra o zika com mosquito modificado. Saiba mais sobre essa e outras notícias agora no #ReporterBrasil na @tvbrasil.
21010,"O mosquito aedes aegypti, vetor de doenças como dengue, chikungunya e zika virus, precisa ser exterminado.   Faça... https://t.co/sH0wbfdZpc"
21011,Vcs lembram que falaram q fora soutos muitos mosquitos pr combaterem o da dengue e hj agora vem com essa história de zica virus nao é estran
21012,Você concorda com a extinção do mosquito transmissor do Zica vírus?  https://t.co/6Q0u09R1Kr https://t.co/PsSGo06a7b
21013,@eunaousoroupas Epidemia: OMS defende teste com mosquito modificado e bactéria contra zika: OMS defende teste ... https://t.co/fstmOyr6rD
21014,OMS defende teste com mosquito modificado e bactéria contra zika https://t.co/3Hfh0QU8pX https://t.co/QSkd7YQmyq
21015,minha gente eu já tive Zika há um tempo e eu fico c medo pensando se esse mosquito muda algo nas pessoas qnd elas pegam
21016,Camacan: Secretaria de saúde realiza mutirão em combate ao mosquito dengue zika e… https://t.co/P2hOuMTV1B https://t.co/5zjCxhAvfV
21017,sra. presidente  Zica não é Montanha é Floresta Mosquita não é seria Mosquito fêmea? Ovos de Aedes não transmite... https://t.co/fxqKZRlkb5
21018,"Bobo e quem acredita que zica vem do mosquito mesmo, tudo que a mídia quer que vocês acredite"
21019,Mosquito filho da puta. Outro bebê morto por causa do zika.😒
21020,O mosquito transgênico pode ajudar a controlar a epidemia de zika? https://t.co/rFECda78eu https://t.co/Hpz5Tt9gjW
21021,"Definição de Aedes Aegypti em MG: Mosquito transmissor da Dengue, Zica e 'aquele outro trem lá'."
21022,@98FC Por falar em dengue... será que a modificação genética que fizeram para impedir a proliferação do mosquito não deu errado e virou ZIKA
21023,Os espertão das ciências falando em mosquito transgênico pra combater o zika vírus  Eu fico só imaginando alguém jogando agrotóxico no aedes
21024,se o mosquito do zika vírus me picar quem sai zicado é ele
21025,Mas gente...mosquito transgênico p combater mosquito da zika? E vc imaginava q o futuro era uau! os Jetsons! e não luta de Aedes X Trangedes
21026,"Disseram agora que o vírus Zika passa pelo beijo. Fico aqui pensando quem vai beijar um mosquito, mas tudo bem..."
21027,OMS defende teste com mosquito transgênico e bactéria contra o zika - ARIQUEMES ONLINE https://t.co/1TVoRedWGt
21028,OMS defende testes com mosquitos modificados e bactéria para enfrentar Zika vírus https://t.co/MtO4snDSDl https://t.co/Rnix3gHNBJ
21029,Zika: turistas hesitam ao escolher nordeste: Surto das três doenças causadas por um só mosquito tem motivado o... https://t.co/DXIUdYmNpE
21030,@JornalOGlobo O mosquito transgenico pode ser a CAUSA da zika.
21031,"[Infografia] ZZZZ... Zika: Saiba tudo sobre o mosquito, os sintomas e a propagação do vírus https://t.co/ZrFHbqct6i https://t.co/yvpFIcUBtU"
21032,"Como se não bastasse o mosquito da DENGUE,a ameaça da ZIKA,o TURISTA vai chegar no RJ e pedir para ir ver a OLIMPÍADA em DEODORO! kkkkk"
21033,OMS defende teste com mosquito modificado e bactéria contra zika https://t.co/DvfPyE5M8e #viaappUOLNoticias
21034,Ta cheio de milicos na rua caçando o mosquito do zika
21035,OMS defende testes com mosquitos geneticamente modificados para acabar com zika https://t.co/tyV6ZspttP https://t.co/jPgZca1Jru
21036,Tem uma mulher aqui no salão que tá tao obcecada com os mosquito do zika que ela lembrou que esqueceu de passar repelente e ficou louca
21037,no opovo OMS defende uso de mosquito transgênico contra o zika https://t.co/aa3FNWDUoT via opovo
21038,Dia D de Mobilização: #SIMERS se soma à força-tarefa contra o mosquito e #zika vírus... https://t.co/0OE5OTl0qJ
21039,Todo mosquito que chega perto penso que vou pegar zika vírus KKKKKK
21040,"Nossa, não aguento mais ouvir falar de mosquito da dengue e de zika pqp"
21041,#sigame Zika: turistas hesitam ao escolher nordeste: Surto das três doenças causadas por um só mosquito tem mo... https://t.co/UwIxsiEdsN
21042,Odeio aquelas imagem dos mosquito da zika e as larva tudo dentro da caixa credo que nervoso pior que passa toda hora no jornal
21043,Retweeted Governo de S. Paulo (@governosp):  #Aedesaegypti Combate ao mosquito da #dengue e Zika Vírus começa em... https://t.co/3NOLtcVBH7
21044,"Dica valiosíssima contra a proliferação dos mosquitos da dengue, Chikunguya, Zika e outras pragas que porventura... https://t.co/26spwArs0A"
21045,"Eu já estou com zika e acabo de ser picada por um mosquito da dengue. Ministério da saúde, o que vai acontecer comigo? ME AJUDEM!!!!!!"
21046,OMS defende teste com mosquito modificado e bactéria contra zika via @UOLNoticias @UOL  https://t.co/HLo6RZxMKd
21047,Mosquito da dengue e da zika: Energia nuclear é usada contra o Aedes em PE https://t.co/DJYPvabsKF
21048,Esse anúncio do mosquito com ZIKA roubou minha onda agora kkkkkkkkkkk
21049,O irrevogável Mercadante transformou o MEC em fiscal do Zika vírus. A Pátria Educadora ensina a fugir do mosquito e da polícia.
21050,Devemos criar mosquitos transgênicos contra o vírus zika? Vote na nossa enquete https://t.co/vvGbCywlqw https://t.co/r9diKYcqLy
21051,"Dps desse papo de zika e tal acho que criei fobia de mosquitos, sério... Se um pousa em mim já fico me tremendo todo"
21052,O assunto é polêmico: você acha que mosquitos transgênicos deveriam ser criados para combater o #Zika?
21053,O sensacionalista divulgou uma notícia brincando que o mosquito da ZIKA evoluiu e transmitia spoilers.
21054,-😒Ai todo mundo se fazendo por um mosquitinho da dengue aff.... -3 dias depois..... -diagnóstico📈 zika virus -🙇🏻 saporra desse mosquito.....
21055,"@RadioRockPuro Muito! Acredito mais que é por envenenamento que o tal mosquito. Se a Zika é originária da África, deveria microc. ter lá tb!"
21056,"@StephRocha_ @seumaconheiro crlh kkkkkkkkkkkkkkkkk, matou um mosquito Zica"
21057,Devemos criar mosquitos transgênicos contra o vírus zika?:   ÉPOCA — Por que devemos criar mosquitos tr... https://t.co/Gc2PQvhyUD
21058,Devemos criar mosquitos transgênicos contra o vírus zika?:   A Organização Mundial da Saúde (OMS) d... https://t.co/bsiNrcpyjd
21059,Olá galadinhos! Já chego no Twitter indo fazer o RETUITADA POTIGUAR. Hoje a pergunta tema é: 'O QUE VOCÊ TEM A DIZER SOBRE O MOSQUITO ZIKA?'
21060,É mosquita? O nome da mosquita é Zika? Eu pensava que era um mosquito e chamava Aedes aegypti e transmitia uma... https://t.co/UAIEwBSvGi
21061,OMS defende teste com mosquito transgênico e bactéria contra o vírus da zika https://t.co/j7Up6G65By #G1 https://t.co/E0GL1cK4vF
21062,"@anappv_ affe, coitado! foi embora com zika? eu nem sei direito qq esse musquito faz, é tipo dengue?"
21063,"Você sabia que além da dengue, chikungunya e zika, o mosquito Aedes Aegypti pode transmitir uma larva que ataca... https://t.co/ASWuFkRVGz"
21064,OMS defende testes com mosquitos geneticamente modificados para acabar com vírus zika https://t.co/rEmGOv7Ly7
21065,@eunaousoroupas Mosquito da dengue e da zika: Energia nuclear é usada contra o Aedes em PE: Tecnologia em fase... https://t.co/4yl2E1Brcz
21066,A verdade do zica virus  MosquitoTransgênico - Zika e Microcefalia - Qual a Relação? https://t.co/hoJKal3Pe8 via @YouTube
21067,"Picada de mosquito é lixo, espero que nenhum esteja contaminado com dengue, zika vírus ou chikungunya"
21068,Devemos criar mosquitos transgênicos contra o Zika? https://t.co/2AAqLuf4vj
21069,Deve haver uma ação articulada do MDA e Min da Saúde para fortalecer o combate ao mosquito do zika vírus no campo https://t.co/77hneUx7ff
21070,"Tudo sobre o mosquito que tem causado dengue, zika, chicungunya e tanta preocupação! Também #Receita e artesanato! https://t.co/cGNRaIo7M8"
21071,'Combate ao mosquito zika.' Kkk tá certo 😂
21072,qualquer mosquito que eu vejo perto de mim ja achao que eh zika virus
21073,"tomei umas picadas de mosquito essa noite, to me sentindo meio zika"
21074,OMS defende teste com mosquito transgênico e bactéria contra o zika https://t.co/7Gl1mwdLQF
21075,"Empresa lança camisinha sabor citronela pra combater mosquito da dengue/zica/chikungunya, entenda"
21076,GM mosquitos a potential for Zika virus? https://t.co/8kaef8EVPm
21077,"É um guerra diária contra esse mosquito que transmite Dengue, Chikungunya e a Zika. https://t.co/WeyvaD9mY1"
21078,gente um mosqyuto me mordeu sera que eu vo pega zika
21079,julho de 2016 o brasil usou radiação pra matar o mosquito transmissor do zika eles sobrevoam o estadio das olimpiadas e devoram pessoas
21080,'brasil usa radiação pra matar o mosquito da zika' eu nem quero imaginar se o pior acontecer
21081,meu pai ta tão preocupado com a dengue/zika vírus e aquela outra q eu n sei escreve q eu falei q 1 mosquito me picou e ele quis me interna
21082,O negócio do zika e os mosquitos transgênicos https://t.co/Wbz2uGAxyb
21083,@BelFMaia olha só!  Nossas suspeitas mais que reais agora!  |E.U. podem ter infectado mosquitos com #ZikaVirus| https://t.co/S2ZJKLmY0g
21084,"Zica: mosquito ou transformer? Como não podia deixar de ser, mais uma lorota com laboratório importante por detrás. https://t.co/EnN2oogh5e"
21085,tem um mosquito que não me deixa em paz sai daqui zika
21086,"PRA ZICA NÃO TE VENCER, CÊ TEM QUE VENCER O MOSQUITO  #equipeEB #heroiporumdia #zikazero https://t.co/wz6Kv6tCUC"
21087,#Brasil Entenda a tecnologia radioativa que promete conter o mosquito da zika #Noticias https://t.co/ZmUru2TwZH
21088,Mosquito da dengue e da zika: Energia nuclear é usada contra o Aedes em PE https://t.co/lonhtb29jJ
21089,"Gália (SP) promoveu mutirão contra o mosquito transmissor da dengue, chikungunya e zika vírus https://t.co/6foDw2n9nZ"
21090,"O lado bom do Zika Vírus é que finalmente eu consigo ver como é esse mosquito, nunca teve tanta foto do mesmo na mídia."
21091,tem tanto mosquito nesse alojamento e na seção que se eu não pegar dengue ou zika vou me conformar que minha imunidade tá excelente!
21092,aqui matando o mosquito zika no site do IPHAN https://t.co/LGvbcstMrO
21093,OMS defende teste com mosquito modificado e bactéria contra zika https://t.co/5Rat4qoKoZ
21094,"To cheia de picada de mosquitos, como vou saber se foi zika ou dengue ?"
21095,Cara nesses tempo de mosquitos zika e o chiku ainda tem imbecil que junta água da chuva e não tampa cx d'água
21096,"Contamos com a sua ajuda para combater o mosquito Aedes aegypti, que transmite Zika, dengue e outras doenças.... https://t.co/1IsCQY7mU6"
21097,#zica   #zicavirus  #chikungunya  #mosquito   #GuGuNaSTeCLaS @ Camaçari https://t.co/xDGHhJx0EG
21098,@furflestay NÃO ADIANTA SOMENTE MATAR OS MOSQUITOS ZIKA ZERO
21099,"@CesarTralli Q vc acha dessa nova Coleção Zika....com tanta produção do mosquito maldito, esse vai ser o jeito! 😠 https://t.co/jOm2N5wDqC"
21100,'Mosquito da dengue e da zika Energia nuclear é usada contra o Aedes em PE' - 4º GUERRA MUNDIAL JÁ DEVERIA TER COMEÇADO! #BiriguiNews ;D...
21101,Entenda a tecnologia radioativa que promete conter o mosquito da zika https://t.co/5EyykLb23V
21102,Mosquito + Pneu + Aguá Parada = Aedes Aegypti =  Chikungunya + Dengue + Zika =  Grave problema de Saúde para o... https://t.co/yfkxAT3Nls
21103,"Se a mosquita é a mulher do mosquito, o Zico é o marido da Zika."
21104,"@eduardospohr naquele tempo tinha programa d criança cujo mascote era o mosquito da dengue. Imagina hoje um mosquito da Zica, qta reclamação"
21105,#ultimas OMS defende teste com mosquito modificado e bactéria contra zika 3 https://t.co/kTFyC0XWQQ Blogueiros do RJ https://t.co/amFs8sL7AI
21106,"@liderancaphs Soltura de mosquitos transgênicos machos fecundará mais fêmeas, espalhará o Zika, mas uso de larvicida aumentará microcefalia."
21107,@Cristinaselhane @stanleyburburin @DarioAlok Eu não duvido que tenham solto esses mosquitos inoculados com Zika para justificar microcefalia
21108,OMS defende teste com mosquito transgênico e bactéria contra o zika https://t.co/eRcCREAeTS https://t.co/taVxEuTGNV
21109,"@cbonlinedf É a farsa que querem que o povo acredite, espalham mosquitos inoculados com Zika para justificar envenenamento da água pública."
21110,Coleção zika fashion para os acampamentos AHAHAHAHAHAH aqui mosquito não tem vez https://t.co/Evt3Fy2OUT
21111,3 picadas de mosquito em 5min (no mesmo braço) será q peguei zika? 😱
21112,"Espero que esse mosquito que tava me enchendo o saco e me mordeu umas 128374812x tava infectado com o zika, to afim de passar do dia de hj n"
21113,Em casa eu estava depressivo por não ter o que fazer. Aí resolvi voltar pra badalada Campinas dos mosquitos transmissores de Zica e Dengue
21114,Entenda a tecnologia radioativa que promete conter o mosquito da zika https://t.co/aW3n9BE6m6
21115,Mosquito da dengue e da zika: Energia nuclear é usada contra o Aedes em PE: Tecnologia em ... https://t.co/dy178AYOyY (via @EricBarbosa11
21116,Devemos criar mosquitos transgênicos contra o vírus zika? Responda nossa enquete https://t.co/vvGbCywlqw
21117,Meu wpp tá tão parado que vai dá foco de mosquitos zika thug life
21118,Deveriam criar um mosquito da Zica no wats zap emotions
21119,Com esse trem de zika etc qualquer mosquito q c vê já pensa MDS é ele morri
21120,"@dilmabr  'ZIKA ZERO'? COMO se em regiões c/sertão da Paraíba,o mosquito infesta p/ as valas de esgoto a céu aberto? https://t.co/9wARJ1Nr4J"
21121,"Batman, Mosquito da Zika, Didipool e Kanye West são todos a mesma pessoa."
21122,"um mosquito me picou aq em casa, e eu já to pensando q to com zika..."
21123,OMS quer que países ampliem combate ao zika vírus: Agência da ONU cita o uso de técnicas modernas como mosquitos… https://t.co/41SdMtzP23
21124,Própolis espanta mosquito da zika e dengue #boato - https://t.co/I20Vw0ezAw via https://t.co/Y8A3ojFMlX
21125,Olha o tamanho desse mosquito zika que acabo de exterminar https://t.co/osLE0wThQ9
21126,Entenda a tecnologia radioativa que promete conter o mosquito da zika https://t.co/x0HKTEVpMf #viaappUOLNoticias
21127,"Ministério do trabalho, da saúde... se preocupam mais em colocar um mosquito no site aleretando pro zika do que a estabilidade do mesmo"
21128,OMS defende teste com mosquito transgênico e bactéria contra o zika https://t.co/tx5xqjM7k3
21129,"'Atacar vetor, o mosquito aedes aegypti, é a ação mais eficaz por enquanto.' #ZikaVirus"
21130,#Tecnologia Entenda a tecnologia radioativa que promete conter o mosquito da zika: Uma tecnologia que esterili... https://t.co/lvNHcKDmOa
21131,Retweeted Época (@RevistaEpoca):  Devemos criar mosquitos transgênicos contra o vírus zika? Responda nossa... https://t.co/GkPQrzv8eq
21132,"Esse mosquito da Zika é muito é saliente, infarento, azedo."
21133,A infectologista falou sobre #ZikaVirus e a importância da prevenção contra o mosquito transmissor da doença. https://t.co/xPCfIxzX3o
21134,"'Zika, Dengue e Chicocunha, um mosquito.' Conheça hoje a história de Aedes, o mosquito multipolar."
21135,Nao porque suspeitase q  os mosquitos trangenicos sao causadores da Zika. https://t.co/ZIhbmlm8CG
21136,'zika virus e transmitido por beijo' quem q vai beija um mosquito irmão? não intendo rs
21137,"A ação visa prevenir e combater possíveis focos do mosquito Aedes aegypti que transmite a dengue, Zika e... https://t.co/psqGpdSK5M"
21138,"Na Câmara, o Aedes Aegypti humano: Esperando Marcelo Castro? O mosquito da dengue – e da zika – já está circul... https://t.co/jRdNqmm8u4"
21139,"Se a pessoa leva uma picada do zika vírus e outro mosquito vem e da uma picada nessa pessoa,ele pega zika vírus?! Ele evolui pra zika virus?"
21140,É Globo News mosquitos geneticamente modificados vai só prolifera o mosquito do Zika viu não sacanei agente nós não somos idiotas
21141,A imprensa ta falando do mosquito do zika como se estivesse morrendo um maracanã por dia tudo para colocar pânico menos viu menos
21142,Tribuna do Sertão - Entenda a tecnologia radioativa que promete conter o mosquito da zika https://t.co/qDkMOnubsy
21143,O desespero de ver um mosquito pousar em vc e acordar c zika no dia seguinte
21144,On #Zika virus: #WHO backs GM mosquito  https://t.co/KdZqdKfDrG #globalhealth https://t.co/q2VQFCBCAz
21145,"Amo frio,não tem mosquito,não tem calor,não tem zika."
21146,mas e o problema da zika? no mês das olimpíadas não há tanto mosquito. mas e o problema dos transportes? vamos dar ferias na época dos jogos
21147,"Vamos todos cambater o Mosquito Aedes que transmite o vírus da Dengue, Zika e chikungunya !!! https://t.co/FxhnxRfkWh"
21148,Surto do Zika Vírus Ligado à Liberação de Mosquitos Geneticamente Modificados https://t.co/NzW6Sd0HEA
21149,"ai to de boa com o braço em cima da mesa e quando olho, um mosquito com pintinhas brancas e o meu medo de pegar zika: aumenta"
21150,"#LutaContraAZika Confira algumas dicas para se prevenir contra o aedes aegypti, mosquito causador da dengue, da Zika e do chikungunya."
21151,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/2mO7vcmUsl #Zika: Água parada pra combater mosquito??? (#Pirula 125)
21152,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/L80Ra4XO6o MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
21153,'E esse site cheio de mosquito?' 'Deve ser por isso que esse horário tá uma zika' nessas horas eu amo a faculdade
21154,"Como acabar com o mosquito que transmite o Zika virus, Thailand style. https://t.co/o9snPQlgl2"
21155,"UFMA contra o mosquito: Ajude a combater a Dengue, Chikungunya e Zika 'Um mosquito não é mais forte que um país... https://t.co/rD7cwZm28u"
21156,todo mosquito com umas listras brancas é o aedes? pq parece que um tava tentando passar zika pro meu sanduíche
21157,"Na Câmara, o Aedes Aegypti humano: O mosquito da dengue – e da zika – já está circulando pela Câmara. Por onde... https://t.co/HocVrcVBd8"
21158,sera q v pega um zika virus mds os mosquito n tao me perdoando
21159,"Todo mosquito que eu vejo do meu lado eu acho que vai me transmitir zika, dengue e o caralho a 4"
21160,Devemos criar mosquitos transgênicos contra a dengue+zika? https://t.co/eRhRdRHcjD
21161,OMS defende estudos com mosquito transgênico contra zika https://t.co/mQnvwgQigg #folheando a @folha
21162,Qualquer mosquito que me pica eu ja acho que to com zika
21163,Organização Mundial da Saúde defende uso de mosquito transgênico contra o Zika vírus https://t.co/NYOPEUCsjp @uchoinfo
21164,Novo artigo - acesse OMS defende estudos com mosquito transgênico contra zika https://t.co/mQtnDee5QH https://t.co/8aoUXT9fH6
21165,"@kassimentz @thaiisluana @gremistaloca @SIMERS_RS alvo do panfleto tem q ser assim.  Controlar o mosquito é fundamental para Zica, dengue..."
21166,"@kassimentz @thaiisluana @gremistaloca @SIMERS_RS a única informação confirmada é que o mosquito transmite Zica, e Zica causa microcefalia."
21167,"Sementes de crotalária – combate o mosquito da dengue, zika e chikungunya https://t.co/oygpSDODY4"
21168,"Mosquito que transmite zika vírus é atraído por roupas escuras com suor, eu tô tipo ????????"
21169,Entrou um retardado no metrô e mandou essa: Deus criou o mosquito zika pq tão casando homem com homem e mulher com mulher.
21170,"'O mosquito que transmite a dengue, Zica vírus e Chikungunya é atraído por roupas pretas' E a vida dos góticos cada dia mais difícil"
21171,Quinta-feira é dia de mutirão contra o mosquito transmissor da dengue chikungunya e Zika vírus https://t.co/5REHOvOzDS
21172,"hahahah...o mosquito do ZIKA tem uma PICAdura mortal...quanto a esse velho, nem com um lote de viagra...kkkk https://t.co/0Q7Tf96Ryz"
21173,"Saudade da SUCAM,nessa época  não  tínhamos zica vírus e demais mosquitos . Só mesmo o mucuin...Volta SUCAM..."
21174,@sethgaybel nem me fala eu nem tenho ventilador nem nada e se abrir a janela entra mosquito e aqui tá começando zika dengue sabe
21175,Eu vou catar esses mosquitos Zika e enfiar no cu de vocês todos. Principalmente em quem inventou essa de 'roupas escuras atraem o mosquito'
21176,'Mosquito que transmite zika virus prefere cores escuras' além de espalhar doença e racista pqp precisam acabar com ele
21177,Devemos criar mosquitos transgênicos contra o zika? SIM https://t.co/s8hT6CrlPW NÃO https://t.co/K0VzzYl2nr https://t.co/Czr3gSAcO7
21178,"Será que aqueles mosquitos que me picaram sábado naquela madrugada escura, chuvosa e deprimente, não tinham o zica? 😂"
21179,'pesquisas dizem que mosquito que transmite dengue e zika são atraídos por roupas escuras'  até ser gótica tá difícil.
21180,Retweeted Época (@RevistaEpoca):  Devemos criar mosquitos transgênicos contra o zika? SIM https://t.co/nvlVKHLgNR... https://t.co/ytiUCgIMjN
21181,Mosquitos feitos em laboratórios pra combater o Zika Virus.  Subtendesse que eles mesmo criaram o Zika.
21182,"To no cantinho da sala e no escuro... Lugar propício pro MOSQUITO ZICA me pegar, mas é tão bom o escuro ..."
21183,e o aluno novo q bateu em um mlk e deu a desculpa q um mosquito tava no braço do garoto e ele tava protegendo ele contra o zika virus
21184,Combate ao Aedes: OMS apoia estudos com mosquito transgênico contra vírus da zika https://t.co/tkim4YOUss
21185,Aquele momento que você entra no portal do FNDE e percebe que colocaram mosquito do zica até lá.
21186,"falaram que roupa preta, atrai o mosquito do zika vírus como vou ser gotica agora?"
21187,eu vi um mosquito igual o do zika e fiquei igual uma retardada: xô! Xô!
21188,"O transmissor da Dengue e do Zika Vírus está por aí! Para se proteger do Aedes Aegypti, conte com a Clorofila! O... https://t.co/bu7IL8oiDW"
21189,Organização Mundial da Saúde defende uso de mosquito transgênico contra o Zika vírus https://t.co/xw6QMoCbLQ
21190,"'não sei se era zika vírus, pq o mosquito não tava de bone!' Kkk"
21191,Segundo a presidenta a mosquita transmite a zika e a denga. o mosquito transmite o ziko. E quem disser que ela está errada é um idioto.
21192,eu to paranoico achando que toda hora tem mosquito me picando. medo de pegar essa zika.
21193,#ZikaVirus dangerous? It's a state of mind #happiness #liveMyLife love mosquitos above stressful Europe #Curaçao https://t.co/8w6Y7f3b62
21194,FALSO: epidemia de #Zika se deu por conta dos mosquitos modificados. Entenda: https://t.co/zsRX74lNAH #XoAedes #RT https://t.co/9noZqbzm0f
21195,#betalab #RT OMS defende estudos com mosquito transgênico contra vírus da zika: A OMS (Organização Mundial da ... https://t.co/DKdc9eLEfA
21196,"esses mosquitos radiotivamente modificados dão a impressão q a qualquer momento pode surgir o homem dengue, ou o zika man :V"
21197,Minha vó acha que os soldados do exercito 'combatem o zika' indo na casa das pessoas matar os mosquitos.
21198,"Mosquitos com radiação, agora além de zika, Chico cunha e dengue, eles também irão transmitir câncer, mexam mesmo gente com os mosquitos!"
21199,Teremos agora um exército de mosquitos RADIOATIVOS. #ZikaVirus #AedesAegypti
21200,eu dou risada demais com aquela foto do mosquito de juliet escrito zika memo
21201,Mosquito da zica quase me.mordeu sorte q o fb me falo kkk
21202,"Gente, esse vírus da zika também tem aquela história da galera que é imune? Porque eu levo picada de mosquitos de todas as espécies todos +"
21203,"Para combater a Zika, modificaram o mosquito. Ele mete a pica na mosquitA e ela morre...  É o oposto do que acontece com o feminismo"
21204,Fungos da Amazônia podem ajudar a eliminar larvas do mosquito transmissor da #dengue #zika https://t.co/fzs89yj7gZ https://t.co/OKyGKKw3pW
21205,'o mosquito que transmite dengue zika e chico cunha eh atraído principalmente por roupas escuras e cheiro de suor'
21206,Cada parte do meu corpo que coça eu já fico com medo de um mosquito que transmite zika vírus tenha me picado
21207,Esse Zica vírus ta me noiando ja. todo mosquito que eu mato eu vou ver se ele tem as listra. Uniforme de cadeia.
21208,Fui mordida por um mosquito c o vírus da zika
21209,"Nós que mora no recreio tá fudido com essa zika vírus, pq oh lugarzinho pra ter mosquito esse recreio"
21210,Nem a pau que eu vou deixar água parada pro mosquito do Chico cunha Zika vir me pegar
21211,@Cupcakesdacams @t3ddyyyyy que ta tranquilo é favorável .. mentira isso significa que está se protegendo do mosquito zika!
21212,OMS defende estudos com mosquito transgênico contra vírus da zika https://t.co/aHqgg5FPJg
21213,A Redação News: OMS defende teste com mosquito transgênico e bactéria contra o zika https://t.co/SQfgYY3B2H via @sharethis
21214,Entenda a tecnologia radioativa que promete conter o mosquito da zika - Terra Brasil https://t.co/RdXqul9xiL
21215,"O NEGÓCIO DA ZIKA E OS MOSQUITOS TRANSGÊNICOS  'Segundo dados oficiais em 02/02/2016, foram confirmados 404 casos... https://t.co/KWF23vZdel"
21216,"Essa parada de zica tá tão em alta, que quando eu sinto algum mosquito me picar, já penso: FUDEU!"
21217,"O problema do #Zika não é o mosquito da Dengue e sim, A MOSQUITA.... :p #DaZeroPraEla"
21218,"@bbcbrasil vai saber se este zica já não é de outros que soltaram, daqui a pouco teremos mosquito Ruck com tanta mistura #issovaidarmerda"
21219,"80% das pessoas q trabalham comigo estão c zica, eu sou tão ruim q nem o mosquito me quer 😂😂😂😂"
21220,Temos que combater o Mosquito  da ZIKA e os Ratos do PT #13/3VemPraRua
21221,Quando a gente quer manter o estilo e se proteger da zika https://t.co/YucSzpFjy1
21222,Homem é picado por mosquito radioativo e vira o HOMEM-AEDES. O SEU HEROI ZICA DA VIZINHANÇA https://t.co/FGEveKfaRe
21223,Queria entender porq o nome do mosquito é zika
21224,"Contaminação de zika: mosquito, sangue, urina, zéquizu, lágrima e saliva. Essa zika é zica."
21225,"Esse mosquito da #zika é um demônio, ele transmite um monte de doença. #Deusémais 🙏🏽😰"
21226,A estratégia do anticristo o próprio satanás sobre o mosquito zika que coloca medo nas grávidas. Deus vai te dar... https://t.co/9LsAzZnk0q
21227,sera q vou pegar um zika virus os mosquito nao tao me perdoando
21228,Entenda a tecnologia radioativa que promete conter o mosquito da zika https://t.co/NGHJvpQWlt via @bol
21229,Própolis afasta o mosquito da Zika? Mentira! https://t.co/UCr3uUhEZu
21230,"Tudo bem que exista esse mosquito, que tem muita gente, muiiiiiiiiiiiiiita gente mesmo de cama por conta da Zika,... https://t.co/YE4lmVcwaR"
21231,Quando eu escuto um barulho de mosquito ja penso q é zika virus kkkkkkk
21232,OMS defende teste com mosquito transgênico e bactéria contra o zika https://t.co/GcAWvJWK9n https://t.co/E7vjcVsBoT
21233,"qualquer mosquito que me pica eu acho que vou ficar com dangue ou zika, a loka #askmagcult"
21234,"BRASIL. 5 debatedores discutirão ações contra o mosquito transmissor do zika vírus, dengue e chikungunya 01/02/2016 https://t.co/daTjDNCYc8"
21235,"cartamaior: Atenção, mídia do Brasil aos cacos: OMS declara zika uma  epidemia mundial; 24 países tem a presença do mosquito; não, a causa …"
21236,"A @tvcultura exibe agora o #RodaViva especial 'Guerra ao Mosquito', sobre o #AedesAegypti   #ZikaVirus #microcefalia https://t.co/iRDTqLQdqH"
21237,Um Mosquito que esta fazendo o MUNDO cagar nas calças!! Esse é ZIKA msm -' ( trocadilho à là Monica Iozzi )
21238,"Bora ficar seguro contra mosquito da dengue, zica etc 😂 Boa noite amigos! #boanoite #cortinado… https://t.co/VPhpUKFORO"
21239,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/3cfsyDesih MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
21240,Alerta: Tire suas dúvidas sobre o Zica Vírus no youtube em ' mosquito genéticamente modificado'. Verdade ou mentira?
21241,@rosanesvartman coloque uma cena sobre medidas para exterminar o mosquito ou uma grávida passando perrengue por causa da zika.
21242,A melhor forma de se proteger e combater o vírus #Zika é a prevenção. Não deixe água parada e mantenha limpo terrenos abandonados.
21243,Acabei de tomar um choque numa raquete de matar mosquito. Deve ter detectado o zika no meu corpo.
21244,vi que (realmente) o Gugu desenterrou a Dercy isto vai dar uma zica (não o do mosquito) no Gugu....
21245,ATLETAS OLIMPICOS do mundo inteiro:  O Brasil não tem condições de proteger vocês do Zika vírus!  A saúde de VOCÊS CORRE sério RISCO!
21246,na entrada de pinhais tem uma placa 'esse mosquito eh zica'
